,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
alibi,3,112,layin,4,alibi,,,,,,,,,,,,
alien,3,55,penal,2,alien,,,,,,,,,,,,
align,3,112,layin,1,align,,,,,,,,,,,,
alike,4,45,mauls,3,algae,2,alike,,,,,,,,,,
alive,5,45,mauls,3,algae,2,alike,1,alive,,,,,,,,
allay,3,112,layin,4,allay,,,,,,,,,,,,
alley,4,55,penal,2,abled,1,alley,,,,,,,,,,
allot,3,17,bloat,1,allot,,,,,,,,,,,,
allow,4,33,salon,3,aglow,1,allow,,,,,,,,,,
alloy,4,33,salon,3,aglow,1,alloy,,,,,,,,,,
aloft,3,17,bloat,1,aloft,,,,,,,,,,,,
alone,3,7,blond,1,alone,,,,,,,,,,,,
along,3,33,salon,1,along,,,,,,,,,,,,
aloof,3,33,salon,1,aloof,,,,,,,,,,,,
aloud,4,33,salon,5,afoul,1,aloud,,,,,,,,,,
alpha,4,112,layin,5,ampul,1,alpha,,,,,,,,,,
altar,3,12,satay,1,altar,,,,,,,,,,,,
alter,4,17,tater,2,after,1,alter,,,,,,,,,,
amass,4,71,slick,4,mungs,1,amass,,,,,,,,,,
amaze,4,42,plush,8,awing,1,amaze,,,,,,,,,,
amber,3,42,baler,1,amber,,,,,,,,,,,,
amble,3,45,mauls,2,amble,,,,,,,,,,,,
amend,4,55,penal,6,ashen,1,amend,,,,,,,,,,
amiss,4,112,layin,3,sigma,1,amiss,,,,,,,,,,
amity,3,18,patsy,2,amity,,,,,,,,,,,,
among,4,33,salon,2,agony,1,among,,,,,,,,,,
ample,4,45,mauls,2,amble,1,ample,,,,,,,,,,
amply,4,112,layin,4,allay,2,amply,,,,,,,,,,
amuse,3,45,mauls,1,amuse,,,,,,,,,,,,
angel,3,55,penal,2,angel,,,,,,,,,,,,
anger,4,42,baler,2,aider,1,anger,,,,,,,,,,
angle,4,45,mauls,4,aking,1,angle,,,,,,,,,,
angry,3,35,carry,1,angry,,,,,,,,,,,,
angst,3,50,cunit,1,angst,,,,,,,,,,,,
anime,3,45,mauls,1,anime,,,,,,,,,,,,
ankle,4,45,mauls,4,aking,1,ankle,,,,,,,,,,
annex,3,55,penal,1,annex,,,,,,,,,,,,
annoy,3,33,salon,1,annoy,,,,,,,,,,,,
annul,3,112,layin,1,annul,,,,,,,,,,,,
anode,3,7,blond,1,anode,,,,,,,,,,,,
antic,3,50,cunit,1,antic,,,,,,,,,,,,
anvil,3,112,layin,1,anvil,,,,,,,,,,,,
aorta,2,1,aorta,,,,,,,,,,,,,,
apart,3,20,trist,3,apart,,,,,,,,,,,,
aphid,3,112,layin,2,aphid,,,,,,,,,,,,
aping,5,112,layin,4,ainga,2,aging,1,aping,,,,,,,,
apnea,3,55,penal,1,apnea,,,,,,,,,,,,
apple,4,45,mauls,4,aking,1,apple,,,,,,,,,,
apply,5,112,layin,4,allay,2,amply,1,apply,,,,,,,,
apron,3,28,armor,1,apron,,,,,,,,,,,,
aptly,3,50,cunit,6,aptly,,,,,,,,,,,,
arbor,3,28,armor,2,arbor,,,,,,,,,,,,
ardor,4,28,armor,2,arbor,1,ardor,,,,,,,,,,
arena,4,42,baler,7,adman,1,arena,,,,,,,,,,
argue,3,10,garis,1,argue,,,,,,,,,,,,
arise,3,10,garis,1,arise,,,,,,,,,,,,
armor,2,28,armor,,,,,,,,,,,,,,
aroma,3,28,armor,1,aroma,,,,,,,,,,,,
arose,3,2,adore,1,arose,,,,,,,,,,,,
array,3,35,carry,1,array,,,,,,,,,,,,
arrow,3,28,armor,1,arrow,,,,,,,,,,,,
arson,3,28,armor,1,arson,,,,,,,,,,,,
artsy,3,12,satay,1,artsy,,,,,,,,,,,,
ascot,3,17,bloat,1,ascot,,,,,,,,,,,,
ashen,3,55,penal,6,ashen,,,,,,,,,,,,
aside,3,45,mauls,1,aside,,,,,,,,,,,,
askew,3,55,penal,3,askew,,,,,,,,,,,,
assay,3,112,layin,1,assay,,,,,,,,,,,,
asset,3,25,cleat,1,asset,,,,,,,,,,,,
atoll,3,17,bloat,1,atoll,,,,,,,,,,,,
atone,2,1,atone,,,,,,,,,,,,,,
attic,3,50,cunit,1,attic,,,,,,,,,,,,
audio,3,33,salon,2,audio,,,,,,,,,,,,
audit,3,50,cunit,1,audit,,,,,,,,,,,,
augur,4,35,carry,4,argan,1,augur,,,,,,,,,,
aunty,4,18,patsy,2,amity,1,aunty,,,,,,,,,,
avail,3,71,slick,2,avail,,,,,,,,,,,,
avert,4,17,tater,3,alert,1,avert,,,,,,,,,,
avian,3,112,layin,1,avian,,,,,,,,,,,,
avoid,4,33,salon,2,audio,1,avoid,,,,,,,,,,
await,3,23,stint,2,await,,,,,,,,,,,,
awake,4,42,plush,8,awing,1,awake,,,,,,,,,,
award,4,51,drink,4,chugs,1,award,,,,,,,,,,
aware,3,23,crags,3,aware,,,,,,,,,,,,
awash,4,71,slick,4,mungs,1,awash,,,,,,,,,,
awful,4,112,layin,5,ampul,1,awful,,,,,,,,,,
awoke,3,7,blond,1,awoke,,,,,,,,,,,,
axial,4,112,layin,4,alibi,1,axial,,,,,,,,,,
axiom,3,33,salon,1,axiom,,,,,,,,,,,,
axion,3,33,salon,1,axion,,,,,,,,,,,,
azure,3,10,garis,1,azure,,,,,,,,,,,,
bacon,3,33,salon,3,bacon,,,,,,,,,,,,
badge,4,45,mauls,7,dingy,1,badge,,,,,,,,,,
badly,4,112,layin,7,dells,2,badly,,,,,,,,,,
bagel,4,55,penal,6,baghs,1,bagel,,,,,,,,,,
baggy,5,112,layin,17,ducks,4,bumph,1,baggy,,,,,,,,
baker,3,42,baler,1,baker,,,,,,,,,,,,
baler,2,42,baler,,,,,,,,,,,,,,
balmy,4,112,layin,7,dells,1,balmy,,,,,,,,,,
banal,4,112,layin,4,bancs,1,banal,,,,,,,,,,
banjo,3,33,salon,2,banjo,,,,,,,,,,,,
barge,3,10,garis,2,barge,,,,,,,,,,,,
baron,3,28,armor,2,baron,,,,,,,,,,,,
basal,4,112,layin,6,scull,1,basal,,,,,,,,,,
basic,4,112,layin,6,combs,1,basic,,,,,,,,,,
basil,4,112,layin,3,cavil,1,basil,,,,,,,,,,
basin,3,112,layin,2,basin,,,,,,,,,,,,
basis,4,112,layin,6,combs,1,basis,,,,,,,,,,
baste,4,10,schul,4,tweep,1,baste,,,,,,,,,,
batch,5,50,cunit,7,lymph,3,howbe,1,batch,,,,,,,,
bathe,3,3,table,1,bathe,,,,,,,,,,,,
baton,3,17,bloat,1,baton,,,,,,,,,,,,
batty,4,18,patsy,4,abaca,1,batty,,,,,,,,,,
bawdy,4,112,layin,17,ducks,2,bawdy,,,,,,,,,,
bayou,3,33,salon,2,bayou,,,,,,,,,,,,
beach,3,11,lymph,1,beach,,,,,,,,,,,,
beady,3,11,lymph,1,beady,,,,,,,,,,,,
beard,3,6,lindy,2,beard,,,,,,,,,,,,
beast,3,12,lends,3,beast,,,,,,,,,,,,
beech,4,106,lined,8,hecks,1,beech,,,,,,,,,,
beefy,4,106,lined,8,hecks,1,beefy,,,,,,,,,,
befit,4,56,sleet,6,cebid,1,befit,,,,,,,,,,
began,3,55,penal,3,began,,,,,,,,,,,,
begat,3,25,cleat,1,begat,,,,,,,,,,,,
beget,3,56,sleet,2,beget,,,,,,,,,,,,
begin,4,106,lined,6,being,1,begin,,,,,,,,,,
begun,3,106,lined,2,begun,,,,,,,,,,,,
being,3,106,lined,6,being,,,,,,,,,,,,
belch,4,106,lined,16,shell,2,belch,,,,,,,,,,
belie,3,83,suing,4,belie,,,,,,,,,,,,
belle,4,83,suing,6,celeb,1,belle,,,,,,,,,,
belly,4,106,lined,16,shell,2,belly,,,,,,,,,,
below,3,19,melon,1,below,,,,,,,,,,,,
bench,3,106,lined,3,bench,,,,,,,,,,,,
beret,3,29,trier,2,beret,,,,,,,,,,,,
berry,3,102,drier,3,berry,,,,,,,,,,,,
berth,2,1,berth,,,,,,,,,,,,,,
beset,3,56,sleet,1,beset,,,,,,,,,,,,
betel,3,56,sleet,1,betel,,,,,,,,,,,,
bevel,4,106,lined,9,beeps,2,bevel,,,,,,,,,,
bezel,5,106,lined,9,beeps,2,bevel,1,bezel,,,,,,,,
bible,4,83,suing,4,belie,1,bible,,,,,,,,,,
bicep,3,106,lined,1,bicep,,,,,,,,,,,,
biddy,5,195,shily,13,pownd,3,baddy,1,biddy,,,,,,,,
bigot,4,26,stout,5,piing,1,bigot,,,,,,,,,,
bilge,3,83,suing,3,bilge,,,,,,,,,,,,
billy,5,195,shily,6,milds,3,abaft,1,billy,,,,,,,,
binge,3,83,suing,3,binge,,,,,,,,,,,,
bingo,3,66,snool,3,bingo,,,,,,,,,,,,
biome,3,30,clons,3,biome,,,,,,,,,,,,
birch,3,63,cursi,2,birch,,,,,,,,,,,,
birth,3,6,grimy,1,birth,,,,,,,,,,,,
bison,3,66,snool,1,bison,,,,,,,,,,,,
bitty,4,21,shiny,5,baked,1,bitty,,,,,,,,,,
black,3,71,slick,3,black,,,,,,,,,,,,
blade,4,42,plush,7,badge,1,blade,,,,,,,,,,
blame,4,42,plush,7,badge,2,blame,,,,,,,,,,
bland,4,71,slick,4,banda,1,bland,,,,,,,,,,
blank,3,71,slick,3,blank,,,,,,,,,,,,
blare,4,23,crags,3,aware,2,blare,,,,,,,,,,
blast,3,23,stint,1,blast,,,,,,,,,,,,
blaze,5,42,plush,7,badge,2,blame,1,blaze,,,,,,,,
bleak,3,55,penal,2,bleak,,,,,,,,,,,,
bleat,3,25,cleat,2,bleat,,,,,,,,,,,,
bleed,3,106,lined,2,bleed,,,,,,,,,,,,
bleep,4,106,lined,9,beeps,1,bleep,,,,,,,,,,
blend,3,106,lined,1,blend,,,,,,,,,,,,
bless,4,106,lined,16,shell,1,bless,,,,,,,,,,
blimp,4,195,shily,10,banco,1,blimp,,,,,,,,,,
blind,4,195,shily,10,banco,2,blind,,,,,,,,,,
blink,5,195,shily,10,banco,2,blind,1,blink,,,,,,,,
bliss,3,195,shily,1,bliss,,,,,,,,,,,,
blitz,3,21,shiny,1,blitz,,,,,,,,,,,,
bloat,2,17,bloat,,,,,,,,,,,,,,
block,4,66,snool,4,chuck,2,block,,,,,,,,,,
bloke,4,30,clons,4,embog,1,bloke,,,,,,,,,,
blond,4,66,snool,4,aband,1,blond,,,,,,,,,,
blood,4,66,snool,4,bedim,1,blood,,,,,,,,,,
bloom,4,66,snool,4,bedim,1,bloom,,,,,,,,,,
blown,4,66,snool,4,aband,1,blown,,,,,,,,,,
bluer,4,102,drier,22,buhls,1,bluer,,,,,,,,,,
bluff,4,195,shily,11,pance,2,bluff,,,,,,,,,,
blunt,3,63,suint,1,blunt,,,,,,,,,,,,
blurb,4,63,cursi,4,bling,1,blurb,,,,,,,,,,
blurt,3,29,trust,1,blurt,,,,,,,,,,,,
blush,3,195,shily,3,blush,,,,,,,,,,,,
board,2,2,board,,,,,,,,,,,,,,
boast,2,3,boast,,,,,,,,,,,,,,
bobby,4,71,cundy,19,blogs,1,bobby,,,,,,,,,,
boney,3,21,wynds,3,boney,,,,,,,,,,,,
bongo,3,71,cundy,1,bongo,,,,,,,,,,,,
bonus,3,71,cundy,1,bonus,,,,,,,,,,,,
booby,4,71,cundy,19,blogs,2,booby,,,,,,,,,,
boost,3,26,cunit,1,boost,,,,,,,,,,,,
booth,3,12,shoyu,2,booth,,,,,,,,,,,,
booty,3,12,shoyu,1,booty,,,,,,,,,,,,
booze,3,22,gusli,1,booze,,,,,,,,,,,,
boozy,5,71,cundy,19,blogs,2,booby,1,boozy,,,,,,,,
borax,3,9,byrls,1,borax,,,,,,,,,,,,
borne,3,7,gnash,1,borne,,,,,,,,,,,,
bosom,3,71,cundy,2,bosom,,,,,,,,,,,,
bossy,4,71,cundy,19,blogs,1,bossy,,,,,,,,,,
botch,3,26,cunit,1,botch,,,,,,,,,,,,
bough,3,71,cundy,2,bough,,,,,,,,,,,,
boule,3,22,gusli,1,boule,,,,,,,,,,,,
bound,4,71,cundy,7,bumfs,1,bound,,,,,,,,,,
bowel,3,21,wynds,2,bowel,,,,,,,,,,,,
boxer,4,20,scowl,8,nymph,2,boxer,,,,,,,,,,
brace,3,23,crags,1,brace,,,,,,,,,,,,
braid,3,51,drink,1,braid,,,,,,,,,,,,
brain,3,51,drink,2,brain,,,,,,,,,,,,
brake,4,23,crags,5,baked,1,brake,,,,,,,,,,
brand,3,51,drink,2,brand,,,,,,,,,,,,
brash,4,51,drink,12,psych,1,brash,,,,,,,,,,
brass,4,51,drink,12,psych,2,brass,,,,,,,,,,
brave,4,23,crags,5,baked,1,brave,,,,,,,,,,
bravo,2,2,bravo,,,,,,,,,,,,,,
brawl,4,51,drink,12,psych,1,brawl,,,,,,,,,,
brawn,3,51,drink,2,brawn,,,,,,,,,,,,
bread,3,42,baler,2,bread,,,,,,,,,,,,
break,4,42,baler,2,bread,1,break,,,,,,,,,,
breed,4,102,drier,4,befog,1,breed,,,,,,,,,,
briar,3,35,carry,2,briar,,,,,,,,,,,,
bribe,4,39,puris,7,dimbo,1,bribe,,,,,,,,,,
brick,3,63,cursi,2,brick,,,,,,,,,,,,
bride,4,39,puris,7,dimbo,1,bride,,,,,,,,,,
brief,3,102,drier,2,brief,,,,,,,,,,,,
brine,4,39,puris,7,dimbo,1,brine,,,,,,,,,,
bring,4,63,cursi,13,gland,2,bring,,,,,,,,,,
brink,4,63,cursi,13,gland,2,brink,,,,,,,,,,
briny,5,63,cursi,13,gland,2,brink,1,briny,,,,,,,,
brisk,3,63,cursi,3,brisk,,,,,,,,,,,,
broad,4,28,armor,4,boong,1,broad,,,,,,,,,,
broil,4,57,croon,9,plugs,2,broil,,,,,,,,,,
broke,3,19,probs,1,broke,,,,,,,,,,,,
brood,4,57,croon,7,blimp,2,brood,,,,,,,,,,
brook,5,57,croon,7,blimp,2,brood,1,brook,,,,,,,,
broom,4,57,croon,7,blimp,1,broom,,,,,,,,,,
broth,2,2,broth,,,,,,,,,,,,,,
brown,4,57,croon,5,bewig,1,brown,,,,,,,,,,
brunt,3,29,trust,3,brunt,,,,,,,,,,,,
brush,3,63,cursi,1,brush,,,,,,,,,,,,
brute,2,3,brute,,,,,,,,,,,,,,
buddy,5,195,shily,18,pygmy,5,aband,1,buddy,,,,,,,,
budge,4,83,suing,6,blaud,1,budge,,,,,,,,,,
buggy,4,195,shily,18,pygmy,1,buggy,,,,,,,,,,
bugle,4,83,suing,6,blaud,2,bugle,,,,,,,,,,
build,3,195,shily,3,build,,,,,,,,,,,,
built,3,63,suint,3,built,,,,,,,,,,,,
bulge,5,83,suing,6,blaud,2,bugle,1,bulge,,,,,,,,
bulky,4,195,shily,4,palki,1,bulky,,,,,,,,,,
bully,4,195,shily,4,badge,1,bully,,,,,,,,,,
bunch,4,195,shily,5,hemps,1,bunch,,,,,,,,,,
bunny,5,195,shily,18,pygmy,5,aband,1,bunny,,,,,,,,
burly,4,63,cursi,4,alarm,1,burly,,,,,,,,,,
burnt,3,29,trust,1,burnt,,,,,,,,,,,,
burst,3,29,trust,1,burst,,,,,,,,,,,,
bused,3,106,lined,3,bused,,,,,,,,,,,,
bushy,4,195,shily,5,hypha,2,bushy,,,,,,,,,,
butch,3,63,suint,3,butch,,,,,,,,,,,,
butte,3,10,cuish,1,butte,,,,,,,,,,,,
buxom,4,66,snool,3,idiom,1,buxom,,,,,,,,,,
buyer,4,102,drier,22,buhls,1,buyer,,,,,,,,,,
bylaw,4,112,layin,4,allay,1,bylaw,,,,,,,,,,
cabal,4,112,layin,6,scull,1,cabal,,,,,,,,,,
cabby,4,112,layin,17,ducks,1,cabby,,,,,,,,,,
cabin,4,112,layin,2,basin,1,cabin,,,,,,,,,,
cable,4,45,mauls,4,badge,2,cable,,,,,,,,,,
cacao,4,33,salon,3,macho,1,cacao,,,,,,,,,,
cache,4,45,mauls,7,dingy,1,cache,,,,,,,,,,
cacti,4,18,patsy,3,faith,1,cacti,,,,,,,,,,
caddy,4,112,layin,17,ducks,1,caddy,,,,,,,,,,
cadet,3,25,cleat,1,cadet,,,,,,,,,,,,
cagey,4,55,penal,3,askew,1,cagey,,,,,,,,,,
cairn,3,35,carry,1,cairn,,,,,,,,,,,,
camel,4,55,penal,6,baghs,1,camel,,,,,,,,,,
cameo,2,4,cameo,,,,,,,,,,,,,,
canal,4,112,layin,4,bancs,1,canal,,,,,,,,,,
candy,4,112,layin,10,scand,1,candy,,,,,,,,,,
canny,4,112,layin,10,scand,1,canny,,,,,,,,,,
canoe,3,7,blond,1,canoe,,,,,,,,,,,,
canon,4,33,salon,3,bacon,1,canon,,,,,,,,,,
caper,5,42,baler,14,gymps,3,parch,1,caper,,,,,,,,
caput,3,50,cunit,1,caput,,,,,,,,,,,,
carat,3,12,satay,1,carat,,,,,,,,,,,,
cargo,3,28,armor,2,cargo,,,,,,,,,,,,
carol,4,28,armor,2,baron,1,carol,,,,,,,,,,
carry,2,35,carry,,,,,,,,,,,,,,
carve,3,10,garis,2,carve,,,,,,,,,,,,
caste,3,10,schul,1,caste,,,,,,,,,,,,
catch,3,50,cunit,1,catch,,,,,,,,,,,,
cater,4,17,tater,5,elchi,1,cater,,,,,,,,,,
catty,4,18,patsy,4,abaca,1,catty,,,,,,,,,,
caulk,4,112,layin,6,scull,1,caulk,,,,,,,,,,
cause,3,45,mauls,3,cause,,,,,,,,,,,,
cavil,3,112,layin,3,cavil,,,,,,,,,,,,
cease,4,42,plush,2,abase,1,cease,,,,,,,,,,
cedar,4,42,baler,5,chems,1,cedar,,,,,,,,,,
cello,3,19,melon,2,cello,,,,,,,,,,,,
chafe,3,42,plush,2,chafe,,,,,,,,,,,,
chaff,4,71,slick,2,champ,1,chaff,,,,,,,,,,
chain,3,71,slick,1,chain,,,,,,,,,,,,
chair,3,51,drink,2,chair,,,,,,,,,,,,
chalk,3,71,slick,1,chalk,,,,,,,,,,,,
champ,3,71,slick,2,champ,,,,,,,,,,,,
chant,3,23,stint,2,chant,,,,,,,,,,,,
chaos,2,2,chaos,,,,,,,,,,,,,,
chard,4,51,drink,4,chugs,1,chard,,,,,,,,,,
charm,4,51,drink,7,chams,1,charm,,,,,,,,,,
chart,4,20,trist,3,apart,2,chart,,,,,,,,,,
chase,3,42,plush,1,chase,,,,,,,,,,,,
chasm,3,71,slick,1,chasm,,,,,,,,,,,,
cheap,3,55,penal,2,cheap,,,,,,,,,,,,
cheat,3,25,cleat,1,cheat,,,,,,,,,,,,
check,4,106,lined,8,hecks,1,check,,,,,,,,,,
cheek,3,106,lined,3,cheek,,,,,,,,,,,,
cheer,4,102,drier,22,buhls,2,cheer,,,,,,,,,,
chess,4,106,lined,8,hecks,1,chess,,,,,,,,,,
chest,3,56,sleet,3,chest,,,,,,,,,,,,
chick,4,195,shily,3,which,1,chick,,,,,,,,,,
chide,4,83,suing,5,child,1,chide,,,,,,,,,,
chief,3,106,lined,1,chief,,,,,,,,,,,,
child,3,195,shily,3,child,,,,,,,,,,,,
chili,4,195,shily,3,child,2,chili,,,,,,,,,,
chill,5,195,shily,3,child,2,chili,1,chill,,,,,,,,
chime,4,83,suing,5,child,1,chime,,,,,,,,,,
china,4,112,layin,4,ainga,1,china,,,,,,,,,,
chirp,3,63,cursi,3,chirp,,,,,,,,,,,,
chock,3,66,snool,1,chock,,,,,,,,,,,,
choir,3,57,croon,2,choir,,,,,,,,,,,,
choke,3,30,clons,1,choke,,,,,,,,,,,,
chord,4,57,croon,2,choir,1,chord,,,,,,,,,,
chore,3,19,probs,1,chore,,,,,,,,,,,,
chose,3,30,clons,1,chose,,,,,,,,,,,,
chuck,3,195,shily,3,chuck,,,,,,,,,,,,
chump,4,195,shily,3,chuck,1,chump,,,,,,,,,,
chunk,4,195,shily,3,chuck,1,chunk,,,,,,,,,,
churn,3,63,cursi,3,churn,,,,,,,,,,,,
chute,3,10,cuish,1,chute,,,,,,,,,,,,
cider,3,102,drier,3,cider,,,,,,,,,,,,
cigar,3,35,carry,1,cigar,,,,,,,,,,,,
cinch,4,195,shily,5,cumin,1,cinch,,,,,,,,,,
circa,3,35,carry,1,circa,,,,,,,,,,,,
civic,4,195,shily,10,cumin,1,civic,,,,,,,,,,
civil,4,195,shily,7,picul,1,civil,,,,,,,,,,
clack,4,71,slick,3,black,2,clack,,,,,,,,,,
claim,3,71,slick,1,claim,,,,,,,,,,,,
clamp,3,71,slick,2,clamp,,,,,,,,,,,,
clang,4,71,slick,2,clamp,1,clang,,,,,,,,,,
clank,3,71,slick,1,clank,,,,,,,,,,,,
clash,3,71,slick,3,clash,,,,,,,,,,,,
clasp,4,71,slick,3,clash,2,clasp,,,,,,,,,,
class,5,71,slick,3,clash,2,clasp,1,class,,,,,,,,
clean,3,55,penal,2,clean,,,,,,,,,,,,
clear,3,42,baler,1,clear,,,,,,,,,,,,
cleat,2,25,cleat,,,,,,,,,,,,,,
cleft,3,56,sleet,1,cleft,,,,,,,,,,,,
clerk,4,102,drier,10,merry,1,clerk,,,,,,,,,,
click,4,195,shily,10,banco,2,click,,,,,,,,,,
cliff,4,195,shily,10,banco,1,cliff,,,,,,,,,,
climb,4,195,shily,10,banco,1,climb,,,,,,,,,,
cling,4,195,shily,10,banco,2,cling,,,,,,,,,,
clink,5,195,shily,10,banco,2,cling,1,clink,,,,,,,,
cloak,4,33,salon,5,afoul,2,cloak,,,,,,,,,,
clock,4,66,snool,4,chuck,1,clock,,,,,,,,,,
clone,3,30,clons,1,clone,,,,,,,,,,,,
close,3,30,clons,1,close,,,,,,,,,,,,
cloth,3,8,phono,3,cloth,,,,,,,,,,,,
cloud,4,66,snool,4,chuck,1,cloud,,,,,,,,,,
clout,3,26,stout,2,clout,,,,,,,,,,,,
clove,3,30,clons,1,clove,,,,,,,,,,,,
clown,4,66,snool,4,aband,2,clown,,,,,,,,,,
cluck,4,195,shily,11,pance,1,cluck,,,,,,,,,,
clued,4,106,lined,2,bleed,1,clued,,,,,,,,,,
clump,4,195,shily,11,pance,1,clump,,,,,,,,,,
clung,4,195,shily,11,pance,1,clung,,,,,,,,,,
coach,3,5,lymph,1,coach,,,,,,,,,,,,
coast,3,3,boast,2,coast,,,,,,,,,,,,
cobra,3,9,byrls,1,cobra,,,,,,,,,,,,
cocoa,3,16,comal,1,cocoa,,,,,,,,,,,,
colon,3,71,cundy,1,colon,,,,,,,,,,,,
color,3,18,myrrh,2,color,,,,,,,,,,,,
comet,3,7,mulct,1,comet,,,,,,,,,,,,
comfy,3,71,cundy,2,comfy,,,,,,,,,,,,
comic,3,71,cundy,1,comic,,,,,,,,,,,,
comma,3,16,comal,1,comma,,,,,,,,,,,,
conch,3,71,cundy,2,conch,,,,,,,,,,,,
condo,3,71,cundy,1,condo,,,,,,,,,,,,
conic,4,71,cundy,2,conch,1,conic,,,,,,,,,,
copse,3,22,gusli,3,copse,,,,,,,,,,,,
coral,3,9,byrls,2,coral,,,,,,,,,,,,
corer,3,20,scowl,2,corer,,,,,,,,,,,,
corny,3,18,myrrh,2,corny,,,,,,,,,,,,
couch,3,71,cundy,2,couch,,,,,,,,,,,,
cough,4,71,cundy,2,couch,1,cough,,,,,,,,,,
could,3,71,cundy,1,could,,,,,,,,,,,,
count,3,26,cunit,1,count,,,,,,,,,,,,
coupe,3,22,gusli,1,coupe,,,,,,,,,,,,
court,3,6,curst,1,court,,,,,,,,,,,,
coven,3,21,wynds,2,coven,,,,,,,,,,,,
cover,4,20,scowl,2,corer,1,cover,,,,,,,,,,
covet,3,7,mulct,1,covet,,,,,,,,,,,,
covey,3,21,wynds,2,covey,,,,,,,,,,,,
cower,3,20,scowl,1,cower,,,,,,,,,,,,
coyly,4,71,cundy,2,comfy,1,coyly,,,,,,,,,,
crack,3,51,drink,2,crack,,,,,,,,,,,,
craft,4,20,trist,4,acing,1,craft,,,,,,,,,,
cramp,4,51,drink,12,psych,1,cramp,,,,,,,,,,
crane,3,23,crags,3,crane,,,,,,,,,,,,
crank,3,51,drink,3,crank,,,,,,,,,,,,
crash,4,51,drink,12,psych,1,crash,,,,,,,,,,
crass,4,51,drink,12,psych,1,crass,,,,,,,,,,
crate,2,3,crate,,,,,,,,,,,,,,
crave,4,23,crags,3,crane,2,crave,,,,,,,,,,
crawl,4,51,drink,12,psych,1,crawl,,,,,,,,,,
craze,5,23,crags,3,crane,2,crave,1,craze,,,,,,,,
crazy,4,51,drink,12,psych,1,crazy,,,,,,,,,,
creak,5,42,baler,7,adman,3,awful,1,creak,,,,,,,,
cream,4,42,baler,7,adman,1,cream,,,,,,,,,,
credo,3,10,order,1,credo,,,,,,,,,,,,
creed,4,102,drier,4,befog,1,creed,,,,,,,,,,
creek,4,102,drier,6,clung,2,creek,,,,,,,,,,
creep,5,102,drier,6,clung,2,creek,1,creep,,,,,,,,
