,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
grape,5,53,crare,10,egads,3,avize,1,grape,,,,,,,,
grass,5,192,draws,3,brass,2,crass,1,grass,,,,,,,,
grave,5,53,crare,10,egads,3,avize,1,grave,,,,,,,,
gravy,5,192,draws,12,cling,2,graph,1,gravy,,,,,,,,
graze,5,53,crare,10,egads,3,avize,1,graze,,,,,,,,
grime,5,136,prise,7,dumbo,2,crime,1,grime,,,,,,,,
hairy,5,383,carry,3,dairy,2,fairy,1,hairy,,,,,,,,
handy,5,1135,layin,10,scand,2,dandy,1,handy,,,,,,,,
happy,5,1135,layin,17,ducks,4,bumph,1,happy,,,,,,,,
hatch,5,236,taint,10,chump,4,ablow,1,hatch,,,,,,,,
hence,5,324,guile,9,scend,3,aheap,1,hence,,,,,,,,
hitch,5,237,suint,7,ditch,3,cowps,1,hitch,,,,,,,,
holly,5,626,lound,8,filly,3,aargh,1,holly,,,,,,,,
horde,5,27,gorse,3,borne,2,force,1,horde,,,,,,,,
hound,5,626,lound,7,bumfs,3,pshaw,1,hound,,,,,,,,
hurry,5,298,cursi,4,alarm,2,furry,1,hurry,,,,,,,,
hussy,5,920,shily,5,hypha,2,husky,1,hussy,,,,,,,,
hutch,5,237,suint,3,butch,2,dutch,1,hutch,,,,,,,,
hyper,5,477,drier,22,buhls,2,cheer,1,hyper,,,,,,,,
jazzy,5,1135,layin,17,ducks,4,bumph,1,jazzy,,,,,,,,
jelly,5,1054,lined,16,shell,2,belly,1,jelly,,,,,,,,
joker,5,87,sower,11,chevy,4,aking,2,joker,,,,,,,,
jolly,5,626,lound,8,filly,3,aargh,1,jolly,,,,,,,,
judge,5,324,guile,5,begun,2,fudge,1,judge,,,,,,,,
jumbo,5,422,snool,4,opium,2,gumbo,1,jumbo,,,,,,,,
jumpy,5,920,shily,18,pygmy,2,dumpy,1,jumpy,,,,,,,,
junto,5,37,photo,3,ditto,2,gusto,1,junto,,,,,,,,
juror,5,195,croon,5,virus,2,furor,1,juror,,,,,,,,
kitty,5,156,units,8,withy,3,baked,1,kitty,,,,,,,,
krill,5,298,cursi,13,gland,3,wharf,1,krill,,,,,,,,
latch,5,236,taint,10,chump,4,ablow,1,latch,,,,,,,,
leper,5,477,drier,22,buhls,3,flype,1,leper,,,,,,,,
lever,5,477,drier,22,buhls,3,flype,1,lever,,,,,,,,
light,5,237,suint,7,humid,4,awful,1,light,,,,,,,,
madly,5,1135,layin,7,dells,2,badly,1,madly,,,,,,,,
mammy,5,1135,layin,17,ducks,4,bumph,1,mammy,,,,,,,,
marsh,5,383,carry,5,kasha,2,harsh,1,marsh,,,,,,,,
maxim,5,1135,layin,6,combs,2,mafia,1,maxim,,,,,,,,
mayor,5,85,armor,3,major,2,manor,1,mayor,,,,,,,,
merry,5,477,drier,3,berry,2,ferry,1,merry,,,,,,,,
meter,5,108,trier,7,etens,2,deter,1,meter,,,,,,,,
miser,5,477,drier,15,final,5,vamps,1,miser,,,,,,,,
moody,5,626,lound,6,dhows,2,goody,1,moody,,,,,,,,
moose,5,149,louse,7,pions,2,goose,1,moose,,,,,,,,
mover,5,87,sower,11,chevy,2,lover,1,mover,,,,,,,,
muddy,5,920,shily,18,pygmy,2,mucky,1,muddy,,,,,,,,
mummy,5,920,shily,18,pygmy,2,dummy,1,mummy,,,,,,,,
mushy,5,920,shily,5,hypha,2,bushy,1,mushy,,,,,,,,
musky,5,920,shily,4,kusso,2,dusky,1,musky,,,,,,,,
nanny,5,1135,layin,10,scand,2,fanny,1,nanny,,,,,,,,
neigh,5,1054,lined,6,being,2,feign,1,neigh,,,,,,,,
never,5,477,drier,22,buhls,4,fawns,1,never,,,,,,,,
newer,5,477,drier,22,buhls,4,fawns,1,newer,,,,,,,,
paddy,5,1135,layin,17,ducks,2,bawdy,1,paddy,,,,,,,,
paper,5,239,baler,14,gymps,3,parch,1,paper,,,,,,,,
parer,5,239,baler,14,gymps,3,parch,1,parer,,,,,,,,
parry,5,383,carry,3,harry,2,marry,1,parry,,,,,,,,
paste,5,17,saute,6,bacha,3,tweep,1,paste,,,,,,,,
peace,5,95,shale,11,aking,3,cezve,1,peace,,,,,,,,
pence,5,324,guile,9,scend,3,aheap,1,pence,,,,,,,,
perky,5,477,drier,10,merry,2,jerky,1,perky,,,,,,,,
petal,5,116,cleat,3,fetal,2,metal,1,petal,,,,,,,,
piggy,5,920,shily,13,pownd,2,picky,1,piggy,,,,,,,,
pinch,5,920,shily,5,cumin,3,awful,1,pinch,,,,,,,,
piper,5,477,drier,15,final,5,vamps,1,piper,,,,,,,,
pitch,5,237,suint,7,ditch,3,cowps,1,pitch,,,,,,,,
pivot,5,106,stout,5,piing,2,pilot,1,pivot,,,,,,,,
place,5,95,shale,10,bedim,4,aping,1,place,,,,,,,,
plane,5,95,shale,10,bedim,4,aping,1,plane,,,,,,,,
plank,5,356,clash,11,kinda,3,abaft,1,plank,,,,,,,,
plaza,5,356,clash,11,kinda,2,llama,1,plaza,,,,,,,,
plump,5,920,shily,11,pance,2,plumb,1,plump,,,,,,,,
plush,5,920,shily,3,blush,2,flush,1,plush,,,,,,,,
poppy,5,626,lound,15,biogs,2,comfy,1,poppy,,,,,,,,
pound,5,626,lound,7,bumfs,3,pshaw,1,pound,,,,,,,,
prank,5,192,draws,12,cling,2,frank,1,prank,,,,,,,,
pried,5,477,drier,3,cried,2,fried,1,pried,,,,,,,,
puffy,5,920,shily,18,pygmy,2,puppy,1,puffy,,,,,,,,
quack,5,356,clash,3,aback,2,knack,1,quack,,,,,,,,
query,5,477,drier,10,merry,2,every,1,query,,,,,,,,
quest,5,292,sleet,3,chest,2,guest,1,quest,,,,,,,,
quilt,5,237,suint,3,built,2,guilt,1,quilt,,,,,,,,
revel,5,122,riser,4,blawn,2,repel,1,revel,,,,,,,,
rifle,5,30,reuse,3,rhyme,2,ridge,1,rifle,,,,,,,,
river,5,122,riser,3,rider,2,riper,1,river,,,,,,,,
rower,5,31,rodeo,3,roger,2,rover,1,rower,,,,,,,,
ruler,5,122,riser,3,refer,2,ruder,1,ruler,,,,,,,,
saint,5,236,taint,3,faint,2,paint,1,saint,,,,,,,,
salsa,5,1135,layin,6,scull,2,salad,1,salsa,,,,,,,,
saner,5,239,baler,14,gymps,2,safer,1,saner,,,,,,,,
sappy,5,1135,layin,17,ducks,4,gassy,2,sappy,,,,,,,,
sassy,5,1135,layin,17,ducks,4,gassy,1,sassy,,,,,,,,
scaly,5,356,clash,3,scald,2,scalp,1,scaly,,,,,,,,
scrap,5,383,carry,3,acrid,2,scram,1,scrap,,,,,,,,
sever,5,477,drier,22,buhls,3,veena,1,sever,,,,,,,,
sewer,5,477,drier,22,buhls,3,veena,1,sewer,,,,,,,,
share,5,53,crare,7,ables,3,hanap,1,share,,,,,,,,
sharp,5,192,draws,6,lynch,2,shark,1,sharp,,,,,,,,
shave,5,95,shale,5,amped,2,shake,1,shave,,,,,,,,
slunk,5,920,shily,3,slump,2,slung,1,slunk,,,,,,,,
smell,5,1054,lined,16,shell,3,swamp,1,smell,,,,,,,,
snare,5,53,crare,7,ables,3,hanap,1,snare,,,,,,,,
sneer,5,477,drier,22,buhls,3,veena,1,sneer,,,,,,,,
solar,5,62,bolar,3,molar,2,polar,1,solar,,,,,,,,
spare,5,53,crare,7,ables,3,hanap,1,spare,,,,,,,,
spell,5,1054,lined,16,shell,3,swamp,1,spell,,,,,,,,
spike,5,324,guile,12,phons,2,spice,1,spike,,,,,,,,
spiny,5,920,shily,3,spicy,2,spiky,1,spiny,,,,,,,,
sport,5,61,trout,3,short,2,snort,1,sport,,,,,,,,
stave,5,14,stage,3,stake,2,stale,1,stave,,,,,,,,
still,5,237,suint,3,stick,2,stiff,1,still,,,,,,,,
stoic,5,106,stout,7,cymol,2,stock,1,stoic,,,,,,,,
stoop,5,106,stout,7,cymol,2,stood,1,stoop,,,,,,,,
story,5,61,trout,3,stork,2,storm,1,story,,,,,,,,
stove,5,7,stoke,3,stole,2,stone,1,stove,,,,,,,,
swear,5,239,baler,5,chems,2,spear,1,swear,,,,,,,,
swell,5,1054,lined,16,shell,3,swamp,1,swell,,,,,,,,
swill,5,920,shily,3,skill,2,spill,1,swill,,,,,,,,
taper,5,48,tater,3,taker,2,tamer,1,taper,,,,,,,,
taste,5,17,saute,6,bacha,3,tweep,1,taste,,,,,,,,
tasty,5,118,nasty,3,hasty,2,pasty,1,tasty,,,,,,,,
tatty,5,118,nasty,5,becap,2,fatty,1,tatty,,,,,,,,
tight,5,237,suint,7,humid,4,awful,1,tight,,,,,,,,
tooth,5,89,hooty,3,booth,2,sooth,1,tooth,,,,,,,,
under,5,477,drier,3,elder,2,udder,1,under,,,,,,,,
undid,5,920,shily,10,cumin,2,unzip,1,undid,,,,,,,,
unlit,5,237,suint,3,input,2,unfit,1,unlit,,,,,,,,
unwed,5,1054,lined,3,kneed,2,unfed,1,unwed,,,,,,,,
vague,5,170,aisle,11,bungy,2,gauze,1,vague,,,,,,,,
vault,5,236,taint,5,clump,2,fault,1,vault,,,,,,,,
vaunt,5,236,taint,5,dight,2,jaunt,1,vaunt,,,,,,,,
viola,5,222,salon,5,afoul,2,cloak,1,viola,,,,,,,,
viper,5,477,drier,15,final,5,vamps,1,viper,,,,,,,,
vocal,5,149,comal,3,focal,2,local,1,vocal,,,,,,,,
vouch,5,626,lound,5,pubco,2,couch,1,vouch,,,,,,,,
wager,5,239,baler,14,gymps,2,eager,1,wager,,,,,,,,
waive,5,170,aisle,3,maize,2,naive,1,waive,,,,,,,,
waste,5,17,saute,6,bacha,3,tweep,1,waste,,,,,,,,
watch,5,236,taint,10,chump,4,ablow,1,watch,,,,,,,,
waver,5,239,baler,14,gymps,2,wafer,1,waver,,,,,,,,
weave,5,95,shale,11,aking,3,cezve,1,weave,,,,,,,,
weedy,5,1054,lined,3,debug,2,seedy,1,weedy,,,,,,,,
welch,5,1054,lined,16,shell,2,belch,1,welch,,,,,,,,
while,5,324,guile,3,exile,2,smile,1,while,,,,,,,,
whirl,5,298,cursi,13,gland,3,wharf,1,whirl,,,,,,,,
wight,5,237,suint,7,humid,4,awful,1,wight,,,,,,,,
willy,5,920,shily,6,milds,3,abaft,1,willy,,,,,,,,
wince,5,324,guile,8,neeps,2,mince,1,wince,,,,,,,,
winch,5,920,shily,5,cumin,3,awful,1,winch,,,,,,,,
wiser,5,477,drier,15,final,5,vamps,1,wiser,,,,,,,,
witch,5,237,suint,7,ditch,3,cowps,1,witch,,,,,,,,
wooly,5,626,lound,8,filly,2,coyly,1,wooly,,,,,,,,
woozy,5,626,lound,15,biogs,2,pooch,1,woozy,,,,,,,,
wound,5,626,lound,7,bumfs,3,pshaw,1,wound,,,,,,,,
wreak,5,239,baler,7,adman,3,awful,1,wreak,,,,,,,,
wring,5,298,cursi,13,gland,2,bring,1,wring,,,,,,,,
wrong,5,195,croon,4,dingy,2,prong,1,wrong,,,,,,,,
yeast,5,21,least,3,beast,2,feast,1,yeast,,,,,,,,
yield,5,1054,lined,3,field,2,wield,1,yield,,,,,,,,
zesty,5,113,depth,4,alefs,2,testy,1,zesty,,,,,,,,
abbey,4,499,penal,3,askew,1,abbey,,,,,,,,,,
adage,4,95,shale,11,aking,2,adage,,,,,,,,,,
adorn,4,85,armor,3,acorn,1,adorn,,,,,,,,,,
affix,4,1135,layin,2,aphid,1,affix,,,,,,,,,,
afoot,4,64,bloat,2,adopt,1,afoot,,,,,,,,,,
agate,4,13,slate,2,abate,1,agate,,,,,,,,,,
agent,4,116,cleat,2,adept,1,agent,,,,,,,,,,
aging,4,1135,layin,4,ainga,2,aging,,,,,,,,,,
agora,4,85,armor,3,acorn,1,agora,,,,,,,,,,
alarm,4,192,draws,5,chirl,1,alarm,,,,,,,,,,
album,4,1135,layin,5,ampul,1,album,,,,,,,,,,
alive,4,170,aisle,2,alike,1,alive,,,,,,,,,,
alley,4,499,penal,2,abled,1,alley,,,,,,,,,,
allow,4,222,salon,3,aglow,1,allow,,,,,,,,,,
alloy,4,222,salon,3,aglow,1,alloy,,,,,,,,,,
aloud,4,222,salon,5,afoul,1,aloud,,,,,,,,,,
alpha,4,1135,layin,5,ampul,1,alpha,,,,,,,,,,
alter,4,48,tater,2,after,1,alter,,,,,,,,,,
amaze,4,95,shale,11,aking,1,amaze,,,,,,,,,,
amble,4,170,aisle,5,nempt,1,amble,,,,,,,,,,
amend,4,499,penal,6,ashen,1,amend,,,,,,,,,,
amiss,4,1135,layin,3,sigma,1,amiss,,,,,,,,,,
among,4,222,salon,2,agony,1,among,,,,,,,,,,
ample,4,170,aisle,5,nempt,1,ample,,,,,,,,,,
amply,4,1135,layin,4,allay,2,amply,,,,,,,,,,
amuse,4,170,aisle,2,abuse,1,amuse,,,,,,,,,,
anger,4,239,baler,2,aider,1,anger,,,,,,,,,,
angle,4,170,aisle,5,nempt,2,angle,,,,,,,,,,
anime,4,170,aisle,2,abide,1,anime,,,,,,,,,,
apart,4,63,trait,4,chump,1,apart,,,,,,,,,,
apple,4,170,aisle,5,nempt,1,apple,,,,,,,,,,
ardor,4,85,armor,2,arbor,1,ardor,,,,,,,,,,
arena,4,239,baler,7,adman,1,arena,,,,,,,,,,
audit,4,236,taint,2,admit,1,audit,,,,,,,,,,
augur,4,383,carry,4,argan,1,augur,,,,,,,,,,
avert,4,48,tater,3,alert,1,avert,,,,,,,,,,
avoid,4,222,salon,2,audio,1,avoid,,,,,,,,,,
await,4,79,slant,2,adapt,1,await,,,,,,,,,,
awake,4,95,shale,11,aking,1,awake,,,,,,,,,,
aware,4,53,crare,7,ables,1,aware,,,,,,,,,,
awash,4,356,clash,5,swung,1,awash,,,,,,,,,,
awful,4,1135,layin,5,ampul,1,awful,,,,,,,,,,
awoke,4,21,abode,2,alone,1,awoke,,,,,,,,,,
axial,4,1135,layin,4,alibi,1,axial,,,,,,,,,,
azure,4,61,sarge,2,afire,1,azure,,,,,,,,,,
badge,4,170,aisle,11,bungy,1,badge,,,,,,,,,,
badly,4,1135,layin,7,dells,2,badly,,,,,,,,,,
bagel,4,499,penal,6,baghs,1,bagel,,,,,,,,,,
balmy,4,1135,layin,7,dells,1,balmy,,,,,,,,,,
banal,4,1135,layin,4,bancs,1,banal,,,,,,,,,,
basal,4,1135,layin,6,scull,1,basal,,,,,,,,,,
basic,4,1135,layin,6,combs,1,basic,,,,,,,,,,
basil,4,1135,layin,3,cavil,1,basil,,,,,,,,,,
basis,4,1135,layin,6,combs,1,basis,,,,,,,,,,
baste,4,17,saute,6,bacha,1,baste,,,,,,,,,,
batty,4,118,nasty,5,becap,1,batty,,,,,,,,,,
bawdy,4,1135,layin,17,ducks,2,bawdy,,,,,,,,,,
beech,4,1054,lined,8,hecks,1,beech,,,,,,,,,,
beefy,4,1054,lined,8,hecks,1,beefy,,,,,,,,,,
befit,4,292,sleet,6,cebid,1,befit,,,,,,,,,,
begin,4,1054,lined,6,being,1,begin,,,,,,,,,,
belch,4,1054,lined,16,shell,2,belch,,,,,,,,,,
belly,4,1054,lined,16,shell,2,belly,,,,,,,,,,
bevel,4,1054,lined,9,beeps,2,bevel,,,,,,,,,,
bigot,4,106,stout,5,piing,1,bigot,,,,,,,,,,
binge,4,324,guile,5,shend,1,binge,,,,,,,,,,
biome,4,74,close,6,ehing,2,biome,,,,,,,,,,
blade,4,95,shale,10,bedim,1,blade,,,,,,,,,,
blame,4,95,shale,10,bedim,1,blame,,,,,,,,,,
bland,4,356,clash,11,kinda,2,bland,,,,,,,,,,
blare,4,53,crare,7,ables,1,blare,,,,,,,,,,
blaze,4,95,shale,10,bedim,1,blaze,,,,,,,,,,
bleep,4,1054,lined,9,beeps,1,bleep,,,,,,,,,,
bless,4,1054,lined,16,shell,1,bless,,,,,,,,,,
blimp,4,920,shily,10,banco,1,blimp,,,,,,,,,,
blind,4,920,shily,10,banco,2,blind,,,,,,,,,,
block,4,422,snool,4,chuck,2,block,,,,,,,,,,
bloke,4,74,close,4,embog,1,bloke,,,,,,,,,,
blond,4,422,snool,4,aband,1,blond,,,,,,,,,,
blood,4,422,snool,4,bedim,1,blood,,,,,,,,,,
bloom,4,422,snool,4,bedim,1,bloom,,,,,,,,,,
blown,4,422,snool,4,aband,1,blown,,,,,,,,,,
bluer,4,477,drier,22,buhls,1,bluer,,,,,,,,,,
bluff,4,920,shily,11,pance,2,bluff,,,,,,,,,,
blurb,4,298,cursi,4,bling,1,blurb,,,,,,,,,,
bobby,4,626,lound,15,biogs,1,bobby,,,,,,,,,,
boney,4,264,woven,4,mensh,1,boney,,,,,,,,,,
bongo,4,626,lound,6,chibs,1,bongo,,,,,,,,,,
booby,4,626,lound,15,biogs,2,booby,,,,,,,,,,
boost,4,111,tonic,5,bluds,1,boost,,,,,,,,,,
booze,4,149,louse,4,bovid,1,booze,,,,,,,,,,
bosom,4,626,lound,15,biogs,2,bosom,,,,,,,,,,
bough,4,626,lound,5,pubco,1,bough,,,,,,,,,,
bound,4,626,lound,7,bumfs,1,bound,,,,,,,,,,
braid,4,192,draws,4,fungi,1,braid,,,,,,,,,,
brain,4,192,draws,12,cling,1,brain,,,,,,,,,,
brand,4,192,draws,4,fungi,1,brand,,,,,,,,,,
brawl,4,192,draws,4,balun,1,brawl,,,,,,,,,,
brawn,4,192,draws,4,balun,1,brawn,,,,,,,,,,
break,4,239,baler,2,bread,1,break,,,,,,,,,,
breed,4,477,drier,4,befog,1,breed,,,,,,,,,,
bribe,4,136,prise,7,dumbo,1,bribe,,,,,,,,,,
bride,4,136,prise,7,dumbo,1,bride,,,,,,,,,,
brine,4,136,prise,7,dumbo,1,brine,,,,,,,,,,
bring,4,298,cursi,13,gland,2,bring,,,,,,,,,,
brink,4,298,cursi,13,gland,2,brink,,,,,,,,,,
broad,4,85,armor,4,boong,1,broad,,,,,,,,,,
broil,4,195,croon,9,plugs,2,broil,,,,,,,,,,
broke,4,45,prore,7,daven,2,broke,,,,,,,,,,
brood,4,195,croon,7,blimp,2,brood,,,,,,,,,,
broom,4,195,croon,7,blimp,1,broom,,,,,,,,,,
brown,4,195,croon,5,bewig,1,brown,,,,,,,,,,
budge,4,324,guile,5,begun,1,budge,,,,,,,,,,
buggy,4,920,shily,18,pygmy,1,buggy,,,,,,,,,,
bulky,4,920,shily,4,palki,1,bulky,,,,,,,,,,
bully,4,920,shily,4,badge,1,bully,,,,,,,,,,
bunch,4,920,shily,5,hemps,1,bunch,,,,,,,,,,
burly,4,298,cursi,4,alarm,1,burly,,,,,,,,,,
bushy,4,920,shily,5,hypha,2,bushy,,,,,,,,,,
buxom,4,422,snool,3,idiom,1,buxom,,,,,,,,,,
buyer,4,477,drier,22,buhls,1,buyer,,,,,,,,,,
bylaw,4,1135,layin,4,allay,1,bylaw,,,,,,,,,,
cabal,4,1135,layin,6,scull,1,cabal,,,,,,,,,,
cabby,4,1135,layin,17,ducks,1,cabby,,,,,,,,,,
cabin,4,1135,layin,2,basin,1,cabin,,,,,,,,,,
cable,4,170,aisle,5,embed,2,cable,,,,,,,,,,
cacao,4,222,salon,3,macho,1,cacao,,,,,,,,,,
cache,4,170,aisle,11,bungy,1,cache,,,,,,,,,,
cacti,4,118,nasty,3,faith,1,cacti,,,,,,,,,,
caddy,4,1135,layin,17,ducks,1,caddy,,,,,,,,,,
cagey,4,499,penal,3,askew,1,cagey,,,,,,,,,,
camel,4,499,penal,6,baghs,1,camel,,,,,,,,,,
canal,4,1135,layin,4,bancs,1,canal,,,,,,,,,,
candy,4,1135,layin,10,scand,1,candy,,,,,,,,,,
canny,4,1135,layin,10,scand,1,canny,,,,,,,,,,
canon,4,222,salon,3,bacon,1,canon,,,,,,,,,,
caput,4,236,taint,5,clump,1,caput,,,,,,,,,,
carol,4,85,armor,2,baron,1,carol,,,,,,,,,,
caste,4,17,saute,6,bacha,1,caste,,,,,,,,,,
catch,4,236,taint,10,chump,1,catch,,,,,,,,,,
cater,4,48,tater,5,elchi,1,cater,,,,,,,,,,
catty,4,118,nasty,5,becap,1,catty,,,,,,,,,,
caulk,4,1135,layin,6,scull,1,caulk,,,,,,,,,,
cease,4,95,shale,3,abase,1,cease,,,,,,,,,,
cedar,4,239,baler,5,chems,1,cedar,,,,,,,,,,
chair,4,192,draws,5,chirl,1,chair,,,,,,,,,,
champ,4,356,clash,3,chain,2,champ,,,,,,,,,,
charm,4,192,draws,5,chirl,1,charm,,,,,,,,,,
chart,4,63,trait,4,chump,1,chart,,,,,,,,,,
check,4,1054,lined,8,hecks,1,check,,,,,,,,,,
cheer,4,477,drier,22,buhls,2,cheer,,,,,,,,,,
chess,4,1054,lined,8,hecks,1,chess,,,,,,,,,,
chick,4,920,shily,3,which,1,chick,,,,,,,,,,
chide,4,324,guile,12,phons,2,chide,,,,,,,,,,
chili,4,920,shily,3,child,2,chili,,,,,,,,,,
china,4,1135,layin,4,ainga,1,china,,,,,,,,,,
chord,4,195,croon,2,choir,1,chord,,,,,,,,,,
chore,4,45,prore,5,chaws,1,chore,,,,,,,,,,
chump,4,920,shily,3,chuck,1,chump,,,,,,,,,,
chunk,4,920,shily,3,chuck,1,chunk,,,,,,,,,,
cinch,4,920,shily,5,cumin,1,cinch,,,,,,,,,,
civic,4,920,shily,10,cumin,1,civic,,,,,,,,,,
civil,4,920,shily,7,picul,1,civil,,,,,,,,,,
clack,4,356,clash,5,minke,1,clack,,,,,,,,,,
claim,4,356,clash,5,minke,1,claim,,,,,,,,,,
clamp,4,356,clash,5,minke,1,clamp,,,,,,,,,,
clang,4,356,clash,5,minke,1,clang,,,,,,,,,,
clank,4,356,clash,5,minke,1,clank,,,,,,,,,,
class,4,356,clash,2,clasp,1,class,,,,,,,,,,
clerk,4,477,drier,10,merry,1,clerk,,,,,,,,,,
click,4,920,shily,10,banco,2,click,,,,,,,,,,
cliff,4,920,shily,10,banco,1,cliff,,,,,,,,,,
climb,4,920,shily,10,banco,1,climb,,,,,,,,,,
cling,4,920,shily,10,banco,2,cling,,,,,,,,,,
cloak,4,222,salon,5,afoul,2,cloak,,,,,,,,,,
