,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
bloom,5,194,lousy,12,bacon,2,blood,1,bloom,,,,,,,,
bound,5,194,lousy,12,dench,5,abamp,1,bound,,,,,,,,
flock,5,194,lousy,12,bacon,2,clock,1,flock,,,,,,,,
found,5,194,lousy,12,dench,5,abamp,2,found,,,,,,,,
gloom,5,194,lousy,12,bacon,2,flood,1,gloom,,,,,,,,
mound,5,194,lousy,12,dench,5,abamp,1,mound,,,,,,,,
pouch,5,194,lousy,12,dench,3,couch,2,pouch,,,,,,,,
pound,5,194,lousy,12,dench,5,abamp,1,pound,,,,,,,,
scoff,5,194,lousy,12,capon,3,shock,1,scoff,,,,,,,,
smock,5,194,lousy,12,capon,3,shock,1,smock,,,,,,,,
spook,5,194,lousy,12,capon,3,spoof,1,spook,,,,,,,,
swoop,5,194,lousy,12,capon,3,spoof,1,swoop,,,,,,,,
fluff,5,194,lousy,11,pance,2,bluff,1,fluff,,,,,,,,
flunk,5,194,lousy,11,pance,2,flung,1,flunk,,,,,,,,
plump,5,194,lousy,11,pance,2,plumb,1,plump,,,,,,,,
holly,5,194,lousy,10,gelds,3,folly,2,holly,,,,,,,,
nobly,5,194,lousy,10,gelds,3,coyly,2,nobly,,,,,,,,
pushy,5,194,lousy,7,shmek,2,bushy,1,pushy,,,,,,,,
gully,5,194,lousy,6,badly,2,fully,1,gully,,,,,,,,
spunk,5,194,lousy,6,chank,2,skunk,1,spunk,,,,,,,,
plush,5,194,lousy,4,blush,3,flush,2,plush,,,,,,,,
jumbo,5,194,lousy,3,buxom,2,gumbo,1,jumbo,,,,,,,,
lobby,5,194,lousy,3,loopy,2,lowly,1,lobby,,,,,,,,
cubic,5,130,sling,17,pyoid,3,civic,1,cubic,,,,,,,,
dizzy,5,130,sling,17,pyoid,2,biddy,1,dizzy,,,,,,,,
fizzy,5,130,sling,17,pyoid,2,jiffy,1,fizzy,,,,,,,,
mimic,5,130,sling,17,pyoid,3,civic,1,mimic,,,,,,,,
vivid,5,130,sling,17,pyoid,2,humid,1,vivid,,,,,,,,
wimpy,5,130,sling,17,pyoid,2,hippy,1,wimpy,,,,,,,,
filly,5,130,sling,15,dilly,4,billy,3,filly,,,,,,,,
limbo,5,130,sling,15,dilly,2,civil,1,limbo,,,,,,,,
livid,5,130,sling,15,dilly,2,lipid,1,livid,,,,,,,,
milky,5,130,sling,15,dilly,2,filmy,1,milky,,,,,,,,
cynic,5,130,sling,13,pinch,2,conic,1,cynic,,,,,,,,
finch,5,130,sling,13,pinch,3,cinch,2,finch,,,,,,,,
kinky,5,130,sling,13,pinch,3,windy,1,kinky,,,,,,,,
minim,5,130,sling,13,pinch,3,windy,1,minim,,,,,,,,
chili,5,130,sling,5,churl,2,child,1,chili,,,,,,,,
flick,5,130,sling,5,black,2,click,1,flick,,,,,,,,
silly,5,130,sling,4,solid,2,silky,1,silly,,,,,,,,
swill,5,130,sling,3,skill,2,spill,1,swill,,,,,,,,
cabby,5,118,salon,19,dumky,4,baggy,1,cabby,,,,,,,,
caddy,5,118,salon,19,dumky,3,bawdy,2,caddy,,,,,,,,
happy,5,118,salon,19,dumky,4,baggy,2,happy,,,,,,,,
magma,5,118,salon,19,dumky,2,macaw,1,magma,,,,,,,,
mamma,5,118,salon,19,dumky,2,gamma,1,mamma,,,,,,,,
wacky,5,118,salon,19,dumky,2,gawky,1,wacky,,,,,,,,
nanny,5,118,salon,10,chynd,2,fanny,1,nanny,,,,,,,,
modal,5,118,salon,9,focal,2,loyal,1,modal,,,,,,,,
vocal,5,118,salon,9,focal,2,local,1,vocal,,,,,,,,
madly,5,118,salon,7,ghyll,2,badly,1,madly,,,,,,,,
papal,5,118,salon,7,ghyll,2,cabal,1,papal,,,,,,,,
canal,5,118,salon,5,loyal,3,banal,1,canal,,,,,,,,
naval,5,118,salon,5,loyal,3,banal,1,naval,,,,,,,,
sappy,5,118,salon,4,sassy,3,saucy,2,sappy,,,,,,,,
jelly,5,106,olden,14,shell,2,belly,1,jelly,,,,,,,,
spell,5,106,olden,14,shell,3,smell,2,spell,,,,,,,,
welch,5,106,olden,14,shell,2,belch,1,welch,,,,,,,,
bezel,5,106,olden,7,beech,2,bevel,1,bezel,,,,,,,,
level,5,106,olden,7,beech,2,jewel,1,level,,,,,,,,
money,5,106,olden,4,boney,2,honey,1,money,,,,,,,,
women,5,106,olden,4,coven,2,woken,1,women,,,,,,,,
hello,5,106,olden,3,below,2,cello,1,hello,,,,,,,,
unwed,5,106,olden,3,kneed,2,unfed,1,unwed,,,,,,,,
weedy,5,106,olden,3,debug,2,seedy,1,weedy,,,,,,,,
boxer,5,92,loser,17,whomp,8,gucky,2,boxer,,,,,,,,
corer,5,92,loser,17,whomp,8,gucky,2,corer,,,,,,,,
ember,5,92,loser,17,fundy,2,cheer,1,ember,,,,,,,,
fewer,5,92,loser,17,fundy,2,fever,1,fewer,,,,,,,,
foyer,5,92,loser,17,whomp,8,gucky,1,foyer,,,,,,,,
goner,5,92,loser,17,whomp,8,gucky,1,goner,,,,,,,,
hyper,5,92,loser,17,fundy,2,cyber,1,hyper,,,,,,,,
joker,5,92,loser,17,whomp,8,gucky,1,joker,,,,,,,,
newer,5,92,loser,17,fundy,2,never,1,newer,,,,,,,,
queer,5,92,loser,17,fundy,2,purer,1,queer,,,,,,,,
roger,5,92,loser,17,whomp,8,gucky,1,roger,,,,,,,,
rower,5,92,loser,17,whomp,2,cower,1,rower,,,,,,,,
ferry,5,92,loser,14,durry,3,berry,2,ferry,,,,,,,,
mercy,5,92,loser,14,durry,3,jerky,1,mercy,,,,,,,,
perky,5,92,loser,14,durry,3,jerky,1,perky,,,,,,,,
sewer,5,92,loser,7,uneth,2,sever,1,sewer,,,,,,,,
surer,5,92,loser,7,uneth,2,super,1,surer,,,,,,,,
offer,5,92,loser,3,owner,2,odder,1,offer,,,,,,,,
revel,5,92,loser,3,rebel,2,repel,1,revel,,,,,,,,
fudge,5,80,louse,9,undug,3,budge,2,fudge,,,,,,,,
pence,5,80,louse,8,dench,2,fence,1,pence,,,,,,,,
glove,5,80,louse,7,bench,2,elope,1,glove,,,,,,,,
spoke,5,80,louse,6,chank,2,smoke,1,spoke,,,,,,,,
melee,5,80,louse,4,belle,2,delve,1,melee,,,,,,,,
flank,5,64,clash,8,punka,2,blank,1,flank,,,,,,,,
gland,5,64,clash,8,punka,2,bland,1,gland,,,,,,,,
quilt,5,64,hoist,6,flung,2,built,1,quilt,,,,,,,,
tight,5,64,hoist,6,flawn,2,might,1,tight,,,,,,,,
witch,5,64,hoist,4,pitch,2,ditch,1,witch,,,,,,,,
moist,5,64,hoist,3,foist,2,joist,1,moist,,,,,,,,
pivot,5,64,hoist,3,bigot,2,pilot,1,pivot,,,,,,,,
quack,5,64,clash,3,aback,2,knack,1,quack,,,,,,,,
scaly,5,64,clash,3,scald,2,scalp,1,scaly,,,,,,,,
round,5,61,curry,3,flour,2,rough,1,round,,,,,,,,
shrug,5,61,curry,3,forum,2,shrub,1,shrug,,,,,,,,
worry,5,61,curry,3,lorry,2,sorry,1,worry,,,,,,,,
parka,5,60,carol,9,hydra,2,karma,1,parka,,,,,,,,
parry,5,60,carol,9,hydra,2,marry,1,parry,,,,,,,,
manor,5,60,carol,8,vampy,2,major,1,manor,,,,,,,,
savor,5,60,carol,8,vampy,2,favor,1,savor,,,,,,,,
sugar,5,60,carol,5,umbra,2,augur,1,sugar,,,,,,,,
polar,5,60,carol,4,flora,3,molar,2,polar,,,,,,,,
batch,5,55,talon,11,mutch,5,cowps,2,batch,,,,,,,,
catch,5,55,talon,11,mutch,5,cowps,1,catch,,,,,,,,
patch,5,55,talon,11,mutch,5,cowps,1,patch,,,,,,,,
watch,5,55,talon,11,mutch,5,cowps,1,watch,,,,,,,,
hazel,5,55,clean,8,bagel,3,easel,2,hazel,,,,,,,,
gloat,5,55,talon,6,aloft,2,bloat,1,gloat,,,,,,,,
vaunt,5,55,talon,5,dight,2,jaunt,1,vaunt,,,,,,,,
waxen,5,55,clean,4,ashen,2,oaken,1,waxen,,,,,,,,
abbot,5,55,talon,3,afoot,2,ascot,1,abbot,,,,,,,,
panel,5,55,clean,3,angel,2,navel,1,panel,,,,,,,,
plead,5,55,clean,3,bleak,2,gleam,1,plead,,,,,,,,
taffy,5,55,talon,3,tacky,2,tabby,1,taffy,,,,,,,,
quest,5,54,sleet,3,chest,2,guest,1,quest,,,,,,,,
voice,5,53,singe,11,child,2,juice,1,voice,,,,,,,,
stuff,5,47,shout,6,conky,2,stump,1,stuff,,,,,,,,
spout,5,47,shout,4,scout,3,snout,2,spout,,,,,,,,
hutch,5,47,shout,3,butch,2,dutch,1,hutch,,,,,,,,
gayer,5,45,paler,13,gawks,3,gamer,2,gayer,,,,,,,,
maker,5,45,paler,13,gawks,2,baker,1,maker,,,,,,,,
rarer,5,45,paler,13,gawks,2,racer,1,rarer,,,,,,,,
saner,5,45,paler,13,gawks,2,safer,1,saner,,,,,,,,
waver,5,45,paler,13,gawks,2,wafer,1,waver,,,,,,,,
swear,5,45,paler,6,deems,2,shear,1,swear,,,,,,,,
payer,5,45,paler,3,paper,2,parer,1,payer,,,,,,,,
renal,5,45,paler,3,feral,2,regal,1,renal,,,,,,,,
repay,5,45,paler,3,opera,2,recap,1,repay,,,,,,,,
adobe,5,42,angle,6,budos,2,abode,1,adobe,,,,,,,,
maple,5,42,angle,4,cable,2,ladle,1,maple,,,,,,,,
maxim,5,41,anvil,5,combs,2,mafia,1,maxim,,,,,,,,
flake,5,40,shale,10,bedim,4,place,2,flake,,,,,,,,
plane,5,40,shale,10,bedim,4,place,1,plane,,,,,,,,
amaze,5,40,shale,9,advew,2,agape,1,amaze,,,,,,,,
quake,5,40,shale,9,advew,2,peace,1,quake,,,,,,,,
shave,5,40,shale,5,amped,2,shake,1,shave,,,,,,,,
suave,5,40,shale,4,space,2,snake,1,suave,,,,,,,,
crook,5,39,drown,12,pucks,3,crock,1,crook,,,,,,,,
frock,5,39,drown,12,pucks,3,crock,1,frock,,,,,,,,
groom,5,39,drown,12,pucks,2,broom,1,groom,,,,,,,,
proxy,5,39,drown,12,pucks,2,proof,1,proxy,,,,,,,,
frown,5,39,drown,4,brown,3,crown,2,frown,,,,,,,,
linen,5,38,deign,4,elfin,2,liken,1,linen,,,,,,,,
yield,5,38,deign,4,field,2,wield,1,yield,,,,,,,,
purge,5,38,rouse,3,curve,2,puree,1,purge,,,,,,,,
purse,5,38,rouse,3,curse,2,nurse,1,purse,,,,,,,,
sinew,5,38,deign,3,ennui,2,piney,1,sinew,,,,,,,,
filer,5,34,risen,10,vifda,3,fiber,2,filer,,,,,,,,
liver,5,34,risen,10,vifda,2,giver,1,liver,,,,,,,,
wider,5,34,risen,10,vifda,2,cider,1,wider,,,,,,,,
liner,5,34,risen,5,acned,3,finer,2,liner,,,,,,,,
river,5,34,risen,3,rider,2,riper,1,river,,,,,,,,
ester,5,28,otter,4,deter,2,enter,1,ester,,,,,,,,
recut,5,28,otter,3,exert,2,rebut,1,recut,,,,,,,,
cramp,5,27,drawn,12,chogs,3,crack,2,cramp,,,,,,,,
prank,5,27,drawn,3,crank,2,frank,1,prank,,,,,,,,
frill,5,25,brink,10,clomp,3,drill,2,frill,,,,,,,,
steam,5,25,cleat,4,steak,2,stead,1,steam,,,,,,,,
petal,5,25,cleat,3,fetal,2,metal,1,petal,,,,,,,,
prick,5,25,brink,3,frisk,2,crick,1,prick,,,,,,,,
lusty,5,24,south,4,dusty,3,gusty,2,lusty,,,,,,,,
stash,5,21,slant,4,stack,3,stamp,2,stash,,,,,,,,
toast,5,21,slant,3,boast,2,coast,1,toast,,,,,,,,
greed,5,20,creed,3,breed,2,freed,1,greed,,,,,,,,
guard,5,20,shard,3,award,2,board,1,guard,,,,,,,,
preen,5,20,creed,3,freer,2,green,1,preen,,,,,,,,
quark,5,20,shard,3,alarm,2,ovary,1,quark,,,,,,,,
filth,5,17,ditty,5,fohns,2,fifth,1,filth,,,,,,,,
froze,5,17,prone,5,evade,2,broke,1,froze,,,,,,,,
fifty,5,17,ditty,3,minty,2,sixty,1,fifty,,,,,,,,
hairy,5,17,rabid,3,cairn,2,fairy,1,hairy,,,,,,,,
prove,5,17,prone,3,probe,2,prose,1,prove,,,,,,,,
saint,5,17,taint,3,faint,2,paint,1,saint,,,,,,,,
witty,5,17,ditty,3,bitty,2,kitty,1,witty,,,,,,,,
brave,5,15,grace,6,dumbs,2,brake,1,brave,,,,,,,,
drape,5,15,grace,6,dumbs,2,drake,1,drape,,,,,,,,
tatty,5,15,nasty,5,becap,2,fatty,1,tatty,,,,,,,,
grave,5,15,grace,4,grade,3,grape,2,grave,,,,,,,,
craze,5,15,grace,3,crane,2,crave,1,craze,,,,,,,,
tasty,5,15,nasty,3,hasty,2,pasty,1,tasty,,,,,,,,
hater,5,14,later,4,cater,3,eater,2,hater,,,,,,,,
plaid,5,14,slain,3,claim,2,flail,1,plaid,,,,,,,,
taper,5,14,later,3,taker,2,tamer,1,taper,,,,,,,,
stone,5,13,those,4,stoke,3,stole,2,stone,,,,,,,,
grime,5,12,pride,5,numbs,2,crime,1,grime,,,,,,,,
prize,5,12,pride,3,price,2,prime,1,prize,,,,,,,,
yeast,5,12,least,3,beast,2,feast,1,yeast,,,,,,,,
taste,5,10,saute,6,bacha,3,paste,2,taste,,,,,,,,
rearm,5,10,ready,3,reach,2,realm,1,rearm,,,,,,,,
wreak,5,9,bread,4,creak,2,freak,1,wreak,,,,,,,,
trawl,5,9,tract,3,tramp,2,trash,1,trawl,,,,,,,,
flare,5,8,scare,4,aware,3,blare,2,flare,,,,,,,,
pried,5,8,fried,3,cried,2,dried,1,pried,,,,,,,,
spare,5,8,scare,3,share,2,snare,1,spare,,,,,,,,
spire,5,8,ridge,3,eerie,2,shire,1,spire,,,,,,,,
quart,5,7,stark,3,apart,2,chart,1,quart,,,,,,,,
stave,5,5,stage,3,stake,2,stale,1,stave,,,,,,,,
buddy,4,194,lousy,19,nymph,3,buddy,,,,,,,,,,
bunny,4,194,lousy,19,nymph,3,bunny,,,,,,,,,,
duchy,4,194,lousy,19,nymph,1,duchy,,,,,,,,,,
dummy,4,194,lousy,19,nymph,3,dummy,,,,,,,,,,
dumpy,4,194,lousy,19,nymph,2,dumpy,,,,,,,,,,
guppy,4,194,lousy,19,nymph,2,guppy,,,,,,,,,,
hunky,4,194,lousy,19,nymph,1,hunky,,,,,,,,,,
mucky,4,194,lousy,19,nymph,2,mucky,,,,,,,,,,
pudgy,4,194,lousy,19,nymph,2,pudgy,,,,,,,,,,
boozy,4,194,lousy,16,dhows,3,boozy,,,,,,,,,,
comfy,4,194,lousy,16,dhows,4,comfy,,,,,,,,,,
dodgy,4,194,lousy,16,dhows,1,dodgy,,,,,,,,,,
dowdy,4,194,lousy,16,dhows,2,dowdy,,,,,,,,,,
goody,4,194,lousy,16,dhows,2,goody,,,,,,,,,,
hobby,4,194,lousy,16,dhows,1,hobby,,,,,,,,,,
howdy,4,194,lousy,16,dhows,1,howdy,,,,,,,,,,
woody,4,194,lousy,16,dhows,1,woody,,,,,,,,,,
woozy,4,194,lousy,16,dhows,1,woozy,,,,,,,,,,
block,4,194,lousy,12,bacon,1,block,,,,,,,,,,
blond,4,194,lousy,12,bacon,1,blond,,,,,,,,,,
blood,4,194,lousy,12,bacon,2,blood,,,,,,,,,,
blown,4,194,lousy,12,bacon,1,blown,,,,,,,,,,
bough,4,194,lousy,12,dench,1,bough,,,,,,,,,,
clock,4,194,lousy,12,bacon,2,clock,,,,,,,,,,
clown,4,194,lousy,12,bacon,1,clown,,,,,,,,,,
couch,4,194,lousy,12,dench,3,couch,,,,,,,,,,
cough,4,194,lousy,12,dench,1,cough,,,,,,,,,,
dough,4,194,lousy,12,dench,1,dough,,,,,,,,,,
flood,4,194,lousy,12,bacon,2,flood,,,,,,,,,,
flown,4,194,lousy,12,bacon,1,flown,,,,,,,,,,
hound,4,194,lousy,12,dench,1,hound,,,,,,,,,,
knoll,4,194,lousy,12,bacon,1,knoll,,,,,,,,,,
scoop,4,194,lousy,12,capon,1,scoop,,,,,,,,,,
shock,4,194,lousy,12,capon,3,shock,,,,,,,,,,
shook,4,194,lousy,12,capon,1,shook,,,,,,,,,,
shown,4,194,lousy,12,capon,1,shown,,,,,,,,,,
snoop,4,194,lousy,12,capon,1,snoop,,,,,,,,,,
spoof,4,194,lousy,12,capon,3,spoof,,,,,,,,,,
spoon,4,194,lousy,12,capon,1,spoon,,,,,,,,,,
swoon,4,194,lousy,12,capon,1,swoon,,,,,,,,,,
bluff,4,194,lousy,11,pance,2,bluff,,,,,,,,,,
cluck,4,194,lousy,11,pance,1,cluck,,,,,,,,,,
clump,4,194,lousy,11,pance,1,clump,,,,,,,,,,
clung,4,194,lousy,11,pance,1,clung,,,,,,,,,,
flung,4,194,lousy,11,pance,2,flung,,,,,,,,,,
pluck,4,194,lousy,11,pance,1,pluck,,,,,,,,,,
plumb,4,194,lousy,11,pance,2,plumb,,,,,,,,,,
plunk,4,194,lousy,11,pance,1,plunk,,,,,,,,,,
coyly,4,194,lousy,10,gelds,3,coyly,,,,,,,,,,
dolly,4,194,lousy,10,gelds,1,dolly,,,,,,,,,,
folly,4,194,lousy,10,gelds,3,folly,,,,,,,,,,
godly,4,194,lousy,10,gelds,1,godly,,,,,,,,,,
golly,4,194,lousy,10,gelds,1,golly,,,,,,,,,,
moldy,4,194,lousy,10,gelds,1,moldy,,,,,,,,,,
bushy,4,194,lousy,7,shmek,2,bushy,,,,,,,,,,
dusky,4,194,lousy,7,shmek,1,dusky,,,,,,,,,,
husky,4,194,lousy,7,shmek,1,husky,,,,,,,,,,
mushy,4,194,lousy,7,shmek,1,mushy,,,,,,,,,,
musky,4,194,lousy,7,shmek,1,musky,,,,,,,,,,
sunny,4,194,lousy,7,shmek,1,sunny,,,,,,,,,,
bulky,4,194,lousy,6,badly,1,bulky,,,,,,,,,,
bully,4,194,lousy,6,badly,1,bully,,,,,,,,,,
dully,4,194,lousy,6,badly,1,dully,,,,,,,,,,
fully,4,194,lousy,6,badly,2,fully,,,,,,,,,,
pulpy,4,194,lousy,6,badly,1,pulpy,,,,,,,,,,
shuck,4,194,lousy,6,chank,1,shuck,,,,,,,,,,
skunk,4,194,lousy,6,chank,2,skunk,,,,,,,,,,
snuck,4,194,lousy,6,chank,1,snuck,,,,,,,,,,
snuff,4,194,lousy,6,chank,1,snuff,,,,,,,,,,
swung,4,194,lousy,6,chank,1,swung,,,,,,,,,,
bunch,4,194,lousy,5,hemps,1,bunch,,,,,,,,,,
humph,4,194,lousy,5,hemps,1,humph,,,,,,,,,,
hunch,4,194,lousy,5,hemps,1,hunch,,,,,,,,,,
munch,4,194,lousy,5,hemps,1,munch,,,,,,,,,,
punch,4,194,lousy,5,hemps,1,punch,,,,,,,,,,
skulk,4,194,lousy,5,plank,1,skulk,,,,,,,,,,
skull,4,194,lousy,5,plank,1,skull,,,,,,,,,,
slump,4,194,lousy,5,plank,1,slump,,,,,,,,,,
slung,4,194,lousy,5,plank,1,slung,,,,,,,,,,
slunk,4,194,lousy,5,plank,1,slunk,,,,,,,,,,
bongo,4,194,lousy,4,condo,1,bongo,,,,,,,,,,
chock,4,194,lousy,4,known,1,chock,,,,,,,,,,
conch,4,194,lousy,4,condo,1,conch,,,,,,,,,,
flush,4,194,lousy,4,blush,3,flush,,,,,,,,,,
knock,4,194,lousy,4,known,1,knock,,,,,,,,,,
pooch,4,194,lousy,4,condo,1,pooch,,,,,,,,,,
scold,4,194,lousy,4,spool,1,scold,,,,,,,,,,
scowl,4,194,lousy,4,spool,1,scowl,,,,,,,,,,
sloop,4,194,lousy,4,spool,1,sloop,,,,,,,,,,
whoop,4,194,lousy,4,known,1,whoop,,,,,,,,,,
chump,4,194,lousy,3,chuck,1,chump,,,,,,,,,,
chunk,4,194,lousy,3,chuck,1,chunk,,,,,,,,,,
gloss,4,194,lousy,3,floss,1,gloss,,,,,,,,,,
gumbo,4,194,lousy,3,buxom,2,gumbo,,,,,,,,,,
lowly,4,194,lousy,3,loopy,2,lowly,,,,,,,,,,
slosh,4,194,lousy,3,floss,1,slosh,,,,,,,,,,
smoky,4,194,lousy,3,showy,1,smoky,,,,,,,,,,
snowy,4,194,lousy,3,showy,1,snowy,,,,,,,,,,
focus,4,194,lousy,2,bonus,1,focus,,,,,,,,,,
ghoul,4,194,lousy,2,cloud,1,ghoul,,,,,,,,,,
hussy,4,194,lousy,2,fussy,1,hussy,,,,,,,,,,
lumpy,4,194,lousy,2,lucky,1,lumpy,,,,,,,,,,
lynch,4,194,lousy,2,lymph,1,lynch,,,,,,,,,,
mossy,4,194,lousy,2,bossy,1,mossy,,,,,,,,,,
mucus,4,194,lousy,2,humus,1,mucus,,,,,,,,,,
mulch,4,194,lousy,2,gulch,1,mulch,,,,,,,,,,
slyly,4,194,lousy,2,shyly,1,slyly,,,,,,,,,,
sully,4,194,lousy,2,sulky,1,sully,,,,,,,,,,
would,4,194,lousy,2,could,1,would,,,,,,,,,,
biddy,4,130,sling,17,pyoid,2,biddy,,,,,,,,,,
civic,4,130,sling,17,pyoid,3,civic,,,,,,,,,,
comic,4,130,sling,17,pyoid,1,comic,,,,,,,,,,
hippo,4,130,sling,17,pyoid,1,hippo,,,,,,,,,,
hippy,4,130,sling,17,pyoid,2,hippy,,,,,,,,,,
humid,4,130,sling,17,pyoid,2,humid,,,,,,,,,,
jiffy,4,130,sling,17,pyoid,2,jiffy,,,,,,,,,,
ovoid,4,130,sling,17,pyoid,1,ovoid,,,,,,,,,,
picky,4,130,sling,17,pyoid,1,picky,,,,,,,,,,
pubic,4,130,sling,17,pyoid,1,pubic,,,,,,,,,,
widow,4,130,sling,17,pyoid,1,widow,,,,,,,,,,
billy,4,130,sling,15,dilly,4,billy,,,,,,,,,,
civil,4,130,sling,15,dilly,2,civil,,,,,,,,,,
dimly,4,130,sling,15,dilly,1,dimly,,,,,,,,,,
filmy,4,130,sling,15,dilly,2,filmy,,,,,,,,,,
folio,4,130,sling,15,dilly,1,folio,,,,,,,,,,
lipid,4,130,sling,15,dilly,2,lipid,,,,,,,,,,
lucid,4,130,sling,15,dilly,1,lucid,,,,,,,,,,
pupil,4,130,sling,15,dilly,1,pupil,,,,,,,,,,
cinch,4,130,sling,13,pinch,3,cinch,,,,,,,,,,
conic,4,130,sling,13,pinch,2,conic,,,,,,,,,,
cumin,4,130,sling,13,pinch,1,cumin,,,,,,,,,,
pinky,4,130,sling,13,pinch,1,pinky,,,,,,,,,,
undid,4,130,sling,13,pinch,1,undid,,,,,,,,,,
unzip,4,130,sling,13,pinch,1,unzip,,,,,,,,,,
windy,4,130,sling,13,pinch,3,windy,,,,,,,,,,
disco,4,130,sling,7,comfy,1,disco,,,,,,,,,,
ficus,4,130,sling,7,comfy,1,ficus,,,,,,,,,,
fishy,4,130,sling,7,comfy,1,fishy,,,,,,,,,,
kiosk,4,130,sling,7,comfy,1,kiosk,,,,,,,,,,
missy,4,130,sling,7,comfy,1,missy,,,,,,,,,,
music,4,130,sling,7,comfy,1,music,,,,,,,,,,
wispy,4,130,sling,7,comfy,1,wispy,,,,,,,,,,
chick,4,130,sling,6,chowk,1,chick,,,,,,,,,,
juicy,4,130,sling,6,chowk,1,juicy,,,,,,,,,,
opium,4,130,sling,6,chowk,1,opium,,,,,,,,,,
quick,4,130,sling,6,chowk,1,quick,,,,,,,,,,
which,4,130,sling,6,chowk,1,which,,,,,,,,,,
whiff,4,130,sling,6,chowk,1,whiff,,,,,,,,,,
blimp,4,130,sling,5,black,1,blimp,,,,,,,,,,
build,4,130,sling,5,churl,1,build,,,,,,,,,,
child,4,130,sling,5,churl,2,child,,,,,,,,,,
