,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
frond,6,195,croon,9,prong,6,drony,2,brond,1,frond,,,,,,
frown,6,195,croon,8,groin,5,brown,2,drown,1,frown,,,,,,
funny,6,920,shily,68,pygmy,25,bundy,4,funky,1,funny,,,,,,
fussy,6,920,shily,14,dusky,7,busby,6,cuspy,1,fussy,,,,,,
fuzzy,6,920,shily,68,pygmy,25,bundy,2,fuffy,1,fuzzy,,,,,,
gamut,6,236,taint,19,caput,5,bahut,4,galut,1,gamut,,,,,,
gassy,6,1135,layin,80,cadgy,10,gawky,8,gabby,1,gassy,,,,,,
gauze,6,170,aisle,45,vague,3,gauge,2,gauje,1,gauze,,,,,,
gazer,6,239,baler,57,gaper,4,gamer,3,gayer,1,gazer,,,,,,
glaze,6,95,shale,19,blade,11,flake,8,glace,1,glaze,,,,,,
gloss,6,422,snool,31,flogs,5,globs,4,gloms,1,gloss,,,,,,
goner,6,87,sower,39,mover,27,joker,23,boner,1,goner,,,,,,
grail,6,192,draws,47,crank,22,frail,2,brail,1,grail,,,,,,
grass,6,192,draws,34,brags,5,grams,4,grans,1,grass,,,,,,
gravy,6,192,draws,47,crank,22,frail,11,graph,1,gravy,,,,,,
graze,6,53,crare,20,grade,4,grape,3,grave,1,graze,,,,,,
greed,6,477,drier,10,breed,4,creed,3,freed,1,greed,,,,,,
green,6,477,drier,23,creep,6,breem,4,frees,1,green,,,,,,
grill,6,298,cursi,27,grind,4,grimy,2,griff,1,grill,,,,,,
gross,6,195,croon,45,proud,18,brogs,3,groks,1,gross,,,,,,
grove,6,45,prore,19,drone,9,broke,5,froze,1,grove,,,,,,
growl,6,195,croon,45,proud,18,brogs,2,grovy,1,growl,,,,,,
hatch,6,236,taint,32,latch,7,batch,6,catch,4,hatch,,,,,,
hazel,6,499,penal,13,bagel,7,camel,4,easel,1,hazel,,,,,,
heist,6,292,sleet,7,exist,5,deist,4,feist,1,heist,,,,,,
hinge,6,324,guile,12,singe,5,binge,4,dinge,1,hinge,,,,,,
hobby,6,626,lound,207,moobs,6,bobby,4,cobby,1,hobby,,,,,,
homer,6,87,sower,39,mover,3,comer,2,gomer,1,homer,,,,,,
humus,6,920,shily,12,dunsh,9,hucks,5,huffs,1,humus,,,,,,
hunky,6,920,shily,9,duchy,6,hubby,5,huffy,1,hunky,,,,,,
hurry,6,298,cursi,20,burry,6,furry,5,durry,1,hurry,,,,,,
hutch,6,237,suint,11,butch,5,dutch,4,cutch,1,hutch,,,,,,
inane,6,95,shale,26,agave,11,peace,5,quake,1,inane,,,,,,
jaunt,6,236,taint,8,daunt,6,gaunt,5,haunt,2,jaunt,,,,,,
jazzy,6,1135,layin,80,cadgy,30,mashy,9,baffy,1,jazzy,,,,,,
jelly,6,1054,lined,88,shell,6,belly,5,felly,1,jelly,,,,,,
jewel,6,1054,lined,62,bleep,9,excel,5,gemel,1,jewel,,,,,,
jolly,6,626,lound,76,folly,7,golly,6,holly,1,jolly,,,,,,
jumbo,6,422,snool,33,opium,6,gumbo,3,bumbo,1,jumbo,,,,,,
jumpy,6,920,shily,68,pygmy,3,dumpy,2,bumpy,1,jumpy,,,,,,
juror,6,195,croon,23,giros,4,furol,2,duroy,1,juror,,,,,,
kappa,6,1135,layin,184,gamma,19,babka,3,kacha,1,kappa,,,,,,
khaki,6,356,clash,11,bhaji,4,ghazi,2,khadi,1,khaki,,,,,,
krill,6,298,cursi,27,grind,8,privy,4,frill,1,krill,,,,,,
larva,6,383,carry,93,harks,19,barfi,9,darga,1,larva,,,,,,
later,6,48,tater,9,cater,8,eater,7,hater,2,later,,,,,,
layer,6,239,baler,10,lager,9,lacer,8,lader,1,layer,,,,,,
lever,6,477,drier,65,luser,3,leper,2,leger,1,lever,,,,,,
liver,6,477,drier,49,finer,29,siver,6,giver,1,liver,,,,,,
livid,6,920,shily,32,picul,7,filii,3,likin,1,livid,,,,,,
loopy,6,626,lound,24,logic,15,looby,2,looky,1,loopy,,,,,,
lorry,6,138,horny,16,wordy,10,gorsy,6,corby,1,lorry,,,,,,
lover,6,87,sower,39,mover,4,cover,3,hover,1,lover,,,,,,
lowly,6,626,lound,24,logic,15,looby,4,lolly,1,lowly,,,,,,
lupus,6,920,shily,27,blubs,17,culms,6,luffs,1,lupus,,,,,,
macaw,6,1135,layin,184,gamma,5,hakam,4,macas,1,macaw,,,,,,
mambo,6,222,salon,14,campo,4,gambo,3,jambo,1,mambo,,,,,,
mango,6,222,salon,7,banjo,4,danio,3,fango,1,mango,,,,,,
maple,6,170,aisle,16,cable,9,eagle,7,ladle,1,maple,,,,,,
march,6,383,carry,10,barca,6,farci,5,larch,1,march,,,,,,
matey,6,116,cleat,46,eaten,20,bated,10,fates,1,matey,,,,,,
maxim,6,1135,layin,39,camis,4,mafia,2,madid,1,maxim,,,,,,
maybe,6,170,aisle,45,vague,21,cadee,9,fayne,1,maybe,,,,,,
mercy,6,477,drier,80,peery,8,jerky,6,ferly,1,mercy,,,,,,
merry,6,477,drier,10,berry,8,ferry,7,herry,1,merry,,,,,,
midge,6,324,guile,12,singe,3,fidge,2,kidge,1,midge,,,,,,
miner,6,477,drier,49,finer,5,liner,4,biner,1,miner,,,,,,
missy,6,920,shily,8,gipsy,4,cissy,2,kissy,1,missy,,,,,,
moist,6,111,tonic,6,foist,4,hoist,3,joist,1,moist,,,,,,
money,6,264,woven,28,bones,8,honed,4,coney,1,money,,,,,,
moody,6,626,lound,48,gowds,8,boody,4,doody,1,moody,,,,,,
moral,6,62,bolar,8,coral,6,goral,5,horal,1,moral,,,,,,
mound,6,626,lound,7,bound,6,found,5,hound,4,mound,,,,,,
mouse,6,149,louse,6,house,5,bouse,4,douse,1,mouse,,,,,,
mucus,6,920,shily,65,bubus,14,dufus,8,jujus,1,mucus,,,,,,
murky,6,298,cursi,20,burry,10,durgy,5,furzy,1,murky,,,,,,
musty,6,156,units,7,dusty,5,gusty,4,lusty,1,musty,,,,,,
nadir,6,383,carry,17,bazar,5,fakir,2,jagir,1,nadir,,,,,,
nanny,6,1135,layin,30,dancy,8,fanny,2,janny,1,nanny,,,,,,
naval,6,1135,layin,10,banal,3,nasal,2,nahal,1,naval,,,,,,
never,6,477,drier,65,luser,21,hewer,8,fever,1,never,,,,,,
newer,6,477,drier,65,luser,21,hewer,2,fewer,1,newer,,,,,,
noble,6,149,louse,22,bodle,3,coble,2,moble,1,noble,,,,,,
noose,6,149,louse,17,poise,11,goose,4,moose,1,noose,,,,,,
nudge,6,324,guile,8,fudge,5,budge,4,judge,1,nudge,,,,,,
onset,6,40,detox,8,epopt,5,objet,3,oncet,1,onset,,,,,,
owing,6,422,snool,21,bingo,4,oggin,3,ohing,1,owing,,,,,,
oxide,6,74,close,13,opine,4,ogive,3,ojime,1,oxide,,,,,,
paddy,6,1135,layin,80,cadgy,5,daddy,4,baddy,1,paddy,,,,,,
pagan,6,1135,layin,13,bajan,8,caman,4,hazan,1,pagan,,,,,,
pansy,6,1135,layin,30,dancy,8,fanny,5,mangy,1,pansy,,,,,,
papal,6,1135,layin,85,basal,9,gazal,7,hadal,1,papal,,,,,,
paper,6,239,baler,57,gaper,4,caper,3,japer,1,paper,,,,,,
parry,6,383,carry,4,harry,3,marry,2,barry,1,parry,,,,,,
parse,6,61,sarge,4,carse,3,farse,2,marse,1,parse,,,,,,
paste,6,17,saute,6,baste,5,caste,4,haste,3,paste,,,,,,
patsy,6,236,taint,32,latch,10,datum,6,fatwa,1,patsy,,,,,,
patty,6,118,nasty,9,batty,4,catty,3,fatty,2,patty,,,,,,
payee,6,170,aisle,45,vague,21,cadee,2,mamee,1,payee,,,,,,
payer,6,239,baler,57,gaper,5,parer,4,pacer,1,payer,,,,,,
pence,6,324,guile,55,scene,3,fence,2,hence,1,pence,,,,,,
penny,6,1054,lined,20,bench,13,eensy,5,fenny,1,penny,,,,,,
peril,6,477,drier,22,fiers,5,cerci,2,meril,1,peril,,,,,,
picky,6,920,shily,60,dingy,20,jimpy,2,piccy,1,picky,,,,,,
piggy,6,920,shily,60,dingy,6,biggy,5,ciggy,1,piggy,,,,,,
pilot,6,106,stout,13,bigot,6,divot,3,picot,1,pilot,,,,,,
pinky,6,920,shily,60,dingy,9,ninny,5,kinky,1,pinky,,,,,,
piper,6,477,drier,49,finer,29,siver,14,biker,1,piper,,,,,,
pixie,6,324,guile,39,niece,9,bikie,5,didie,1,pixie,,,,,,
pizza,6,1135,layin,65,sigma,6,jibba,5,kippa,1,pizza,,,,,,
place,6,95,shale,19,blade,11,flake,8,glace,1,place,,,,,,
plane,6,95,shale,19,blade,11,flake,8,glace,1,plane,,,,,,
plate,6,13,slate,4,elate,3,alate,2,blate,1,plate,,,,,,
plaza,6,356,clash,34,plank,3,plaid,2,playa,1,plaza,,,,,,
poker,6,87,sower,39,mover,27,joker,3,koker,1,poker,,,,,,
pooch,6,626,lound,207,moobs,15,goofy,3,cooch,1,pooch,,,,,,
poppy,6,626,lound,207,moobs,14,foggy,7,cocky,1,poppy,,,,,,
poser,6,87,sower,5,loser,4,doser,3,hoser,1,poser,,,,,,
pouty,6,89,hooty,16,lofty,13,botty,6,gouty,1,pouty,,,,,,
power,6,87,sower,7,cower,6,lower,5,mower,1,power,,,,,,
prank,6,192,draws,47,crank,3,frank,2,brank,1,prank,,,,,,
prize,6,136,prise,4,price,3,pride,2,prime,1,prize,,,,,,
prove,6,45,prore,6,probe,5,prone,4,prose,1,prove,,,,,,
proxy,6,195,croon,45,proud,11,prowl,8,probs,1,proxy,,,,,,
puffy,6,920,shily,68,pygmy,5,puppy,4,puddy,1,puffy,,,,,,
pulse,6,324,guile,6,bulse,3,dulse,2,mulse,1,pulse,,,,,,
pushy,6,920,shily,8,hushy,5,bushy,4,mushy,1,pushy,,,,,,
putty,6,156,units,13,bufty,7,culty,5,gutty,1,putty,,,,,,
quash,6,356,clash,8,swash,3,gnash,2,abash,1,quash,,,,,,
queer,6,477,drier,65,luser,7,buyer,5,fumer,1,queer,,,,,,
queue,6,324,guile,15,dunce,8,bubbe,6,fusee,1,queue,,,,,,
rarer,6,61,renal,32,raced,18,rager,7,raker,1,rarer,,,,,,
raspy,6,72,riyal,5,randy,3,raggy,2,rammy,1,raspy,,,,,,
ready,6,14,realm,9,reach,8,readd,2,reads,1,ready,,,,,,
relic,6,122,riser,15,reign,6,rebid,3,refix,1,relic,,,,,,
remit,6,20,recit,5,refit,4,rebit,3,relit,1,remit,,,,,,
renew,6,122,riser,21,rebel,11,reded,7,rehem,1,renew,,,,,,
revel,6,122,riser,21,rebel,3,repel,2,refel,1,revel,,,,,,
river,6,122,riser,6,rider,5,riper,4,ricer,1,river,,,,,,
roomy,6,36,round,18,rocks,4,roily,3,roofy,1,roomy,,,,,,
rower,6,31,rodeo,20,roger,4,rover,3,roker,1,rower,,,,,,
royal,6,8,rojak,6,rolag,3,romal,2,roral,1,royal,,,,,,
saint,6,236,taint,5,faint,4,paint,3,daint,1,saint,,,,,,
sandy,6,1135,layin,30,dancy,6,handy,5,bandy,1,sandy,,,,,,
saner,6,239,baler,57,gaper,36,safer,6,saker,1,saner,,,,,,
sassy,6,1135,layin,80,cadgy,30,mashy,4,bassy,1,sassy,,,,,,
savvy,6,1135,layin,80,cadgy,30,mashy,2,sappy,1,savvy,,,,,,
scaly,6,356,clash,6,scald,4,scalp,3,scala,1,scaly,,,,,,
scrap,6,383,carry,9,acrid,6,scram,5,scrab,1,scrap,,,,,,
serve,6,136,prise,9,scree,3,serge,2,serre,1,serve,,,,,,
sewer,6,477,drier,65,luser,14,sever,3,sefer,1,sewer,,,,,,
shape,6,95,shale,5,shade,4,shake,3,shame,2,shape,,,,,,
share,6,53,crare,21,blare,16,aware,12,phare,1,share,,,,,,
showy,6,422,snool,28,shock,8,shogi,5,shops,1,showy,,,,,,
sieve,6,324,guile,39,niece,3,kieve,2,mieve,1,sieve,,,,,,
skier,6,477,drier,7,flier,4,icier,3,shier,1,skier,,,,,,
slash,6,356,clash,4,flash,3,blash,2,plash,1,slash,,,,,,
slave,6,95,shale,4,slade,3,slake,2,slane,1,slave,,,,,,
sleek,6,1054,lined,62,bleep,6,cleek,3,fleek,1,sleek,,,,,,
slunk,6,920,shily,10,slump,6,slugs,3,slubb,1,slunk,,,,,,
smart,6,63,trait,12,apart,10,chart,7,quart,1,smart,,,,,,
snail,6,356,clash,25,psalm,5,luaus,4,skail,1,snail,,,,,,
snare,6,53,crare,21,blare,16,aware,12,phare,1,snare,,,,,,
snarl,6,192,draws,13,scarp,7,shark,4,smarm,1,snarl,,,,,,
sneer,6,477,drier,65,luser,14,sever,5,sheer,1,sneer,,,,,,
sonar,6,62,bolar,6,douar,4,jowar,2,sofar,1,sonar,,,,,,
south,6,89,hooty,7,month,5,couth,2,fouth,1,south,,,,,,
spare,6,53,crare,21,blare,16,aware,12,phare,1,spare,,,,,,
spear,6,239,baler,22,cedar,11,whear,6,smear,1,spear,,,,,,
speed,6,1054,lined,58,bused,7,sewed,2,skeed,1,speed,,,,,,
spend,6,1054,lined,5,emend,4,scend,2,shend,1,spend,,,,,,
spike,6,324,guile,33,snipe,3,spice,2,spide,1,spike,,,,,,
spite,6,41,suite,4,smite,3,shite,2,skite,1,spite,,,,,,
sport,6,61,trout,5,short,3,snort,2,skort,1,sport,,,,,,
spout,6,106,stout,5,scout,4,shout,3,snout,1,spout,,,,,,
stash,6,79,slant,13,stack,12,staid,10,stamp,2,stash,,,,,,
stave,6,14,stage,5,stake,4,stale,3,stade,1,stave,,,,,,
steep,6,292,sleet,5,steed,4,steek,3,steem,1,steep,,,,,,
still,6,237,suint,8,stick,6,stiff,5,stilb,1,still,,,,,,
stony,6,106,stout,20,stoop,13,stock,10,stobs,1,stony,,,,,,
stool,6,106,stout,20,stoop,3,stood,2,stook,1,stool,,,,,,
stove,6,7,stoke,4,stole,3,stone,2,stope,1,stove,,,,,,
straw,6,60,stray,5,strap,4,strad,3,strag,1,straw,,,,,,
strip,6,85,trust,6,stirk,3,strig,2,strim,1,strip,,,,,,
stuff,6,237,suint,12,stuck,9,study,7,stump,1,stuff,,,,,,
suave,6,95,shale,12,scape,7,snake,6,seame,1,suave,,,,,,
sunny,6,920,shily,5,spumy,4,subby,3,sucky,1,sunny,,,,,,
surer,6,477,drier,7,purer,3,curer,2,lurer,1,surer,,,,,,
surly,6,298,cursi,33,burbs,3,surfy,2,surgy,1,surly,,,,,,
swell,6,1054,lined,88,shell,4,smell,3,spell,1,swell,,,,,,
swine,6,324,guile,33,snipe,3,shine,2,seine,1,swine,,,,,,
swirl,6,298,cursi,28,shirk,4,smirr,2,spiry,1,swirl,,,,,,
sword,6,195,croon,15,flory,5,khors,2,smorg,1,sword,,,,,,
swore,6,45,prore,10,chore,6,snore,2,smore,1,swore,,,,,,
taper,6,48,tater,9,taker,8,tamer,7,taber,1,taper,,,,,,
tasty,6,118,nasty,5,hasty,4,pasty,3,masty,1,tasty,,,,,,
tepid,6,292,sleet,21,fetch,7,teddy,3,teiid,1,tepid,,,,,,
toast,6,9,boast,4,coast,3,hoast,2,loast,1,toast,,,,,,
tower,6,10,toter,5,toker,4,toner,3,toper,1,tower,,,,,,
trawl,6,63,trait,14,track,12,tramp,9,trash,1,trawl,,,,,,
tripe,6,26,trice,5,tribe,4,tride,3,trike,1,tripe,,,,,,
troll,6,61,trout,13,troop,10,trock,7,trods,1,troll,,,,,,
trove,6,8,store,5,trope,4,trode,3,troke,1,trove,,,,,,
under,6,477,drier,10,edger,3,cyder,2,nuder,1,under,,,,,,
undid,6,920,shily,42,cumin,5,unzip,4,unbid,1,undid,,,,,,
unmet,6,292,sleet,12,duvet,5,unget,3,unket,1,unmet,,,,,,
unwed,6,1054,lined,9,kneed,3,unfed,2,unbed,1,unwed,,,,,,
urine,6,136,prise,15,bride,8,crime,4,frize,1,urine,,,,,,
utter,6,108,trier,12,ester,5,cuter,2,upter,1,utter,,,,,,
valet,6,116,cleat,5,ablet,3,palet,2,salet,1,valet,,,,,,
vapid,6,1135,layin,39,camis,5,gadid,2,pavid,1,vapid,,,,,,
vault,6,236,taint,19,caput,6,fault,5,dault,1,vault,,,,,,
verse,6,136,prise,6,curse,3,herse,2,merse,1,verse,,,,,,
verso,6,74,order,25,heron,4,berko,3,pervo,1,verso,,,,,,
villa,6,1135,layin,32,alibi,15,gilas,4,milpa,1,villa,,,,,,
viola,6,222,salon,14,afoul,6,cloak,2,idola,1,viola,,,,,,
viper,6,477,drier,49,finer,29,siver,2,viler,1,viper,,,,,,
vodka,6,149,comal,26,bonza,12,dosha,2,podia,1,vodka,,,,,,
voila,6,149,comal,13,polka,8,boxla,2,doula,1,voila,,,,,,
vouch,6,626,lound,28,cough,3,pouch,2,mouch,1,vouch,,,,,,
wacky,6,1135,layin,80,cadgy,4,saucy,2,jacky,1,wacky,,,,,,
wager,6,239,baler,57,gaper,6,eager,5,cager,1,wager,,,,,,
wagon,6,222,salon,11,bacon,5,fanon,4,gazon,1,wagon,,,,,,
warty,6,23,parti,14,carta,10,darts,3,garth,1,warty,,,,,,
waver,6,239,baler,57,gaper,36,safer,20,maker,1,waver,,,,,,
waxen,6,499,penal,30,ashen,8,baken,6,daven,1,waxen,,,,,,
weave,6,95,shale,26,agave,3,knave,2,deave,1,weave,,,,,,
wedge,6,324,guile,10,hedge,3,kedge,2,sedge,1,wedge,,,,,,
welch,6,1054,lined,88,shell,3,belch,2,felch,1,welch,,,,,,
wench,6,1054,lined,20,bench,3,hench,2,kench,1,wench,,,,,,
wider,6,477,drier,7,cider,5,bider,4,eider,1,wider,,,,,,
wight,6,237,suint,21,limit,9,fight,7,tight,1,wight,,,,,,
willy,6,920,shily,8,dimly,5,bigly,2,filly,1,willy,,,,,,
wince,6,324,guile,39,niece,4,mince,3,since,1,wince,,,,,,
winch,6,920,shily,9,finch,4,cinch,3,pinch,1,winch,,,,,,
wiser,6,477,drier,49,finer,29,siver,2,miser,1,wiser,,,,,,
witch,6,237,suint,26,ditch,8,hitch,7,pitch,1,witch,,,,,,
witty,6,156,units,17,ditty,4,bitty,3,kitty,1,witty,,,,,,
wooly,6,626,lound,76,folly,8,cooly,4,gooly,1,wooly,,,,,,
woozy,6,626,lound,207,moobs,15,goofy,7,cooky,1,woozy,,,,,,
worse,6,27,gorse,5,horse,4,corse,3,dorse,1,worse,,,,,,
wrest,6,108,trier,13,crept,6,brent,2,drest,1,wrest,,,,,,
wring,6,298,cursi,27,grind,3,bring,2,iring,1,wring,,,,,,
yeast,6,21,least,4,beast,3,feast,2,heast,1,yeast,,,,,,
yield,6,1054,lined,5,field,4,wield,3,bield,1,yield,,,,,,
zesty,6,113,depth,67,felts,7,testy,2,yesty,1,zesty,,,,,,
zonal,6,149,comal,9,loyal,8,joual,7,kogal,1,zonal,,,,,,
aback,5,356,clash,7,abaca,2,abaci,1,aback,,,,,,,,
affix,5,1135,layin,13,aphid,3,acmic,1,affix,,,,,,,,
agora,5,85,armor,9,acorn,3,abord,2,agora,,,,,,,,
alive,5,170,aisle,4,alike,2,aline,1,alive,,,,,,,,
alley,5,499,penal,60,abled,3,agley,1,alley,,,,,,,,
allow,5,222,salon,7,aglow,2,ablow,1,allow,,,,,,,,
alloy,5,222,salon,7,aglow,3,allod,1,alloy,,,,,,,,
anime,5,170,aisle,10,abide,6,amice,1,anime,,,,,,,,
apply,5,1135,layin,15,allay,2,amply,1,apply,,,,,,,,
avert,5,48,tater,5,alert,2,apert,1,avert,,,,,,,,
axial,5,1135,layin,32,alibi,3,agila,1,axial,,,,,,,,
axiom,5,222,salon,6,accoy,4,agood,1,axiom,,,,,,,,
azure,5,61,sarge,9,afire,3,alure,1,azure,,,,,,,,
balmy,5,1135,layin,21,sadly,6,balky,1,balmy,,,,,,,,
bezel,5,1054,lined,62,bleep,2,bevel,1,bezel,,,,,,,,
billy,5,920,shily,8,dimly,5,bigly,1,billy,,,,,,,,
bland,5,356,clash,34,plank,4,alang,1,bland,,,,,,,,
blaze,5,95,shale,19,blade,2,blame,1,blaze,,,,,,,,
bless,5,1054,lined,88,shell,14,blebs,2,bless,,,,,,,,
blind,5,920,shily,18,flick,6,blimp,3,blind,,,,,,,,
bliss,5,920,shily,13,blins,2,blips,1,bliss,,,,,,,,
bloom,5,422,snool,10,blood,3,blook,2,bloom,,,,,,,,
boney,5,264,woven,28,bones,2,boned,1,boney,,,,,,,,
borax,5,62,bolar,3,borak,2,boras,1,borax,,,,,,,,
borne,5,27,gorse,12,borde,2,boree,1,borne,,,,,,,,
bossy,5,626,lound,207,moobs,3,bosky,1,bossy,,,,,,,,
brine,5,136,prise,15,bride,3,bribe,2,brine,,,,,,,,
briny,5,298,cursi,27,grind,3,brink,1,briny,,,,,,,,
broil,5,195,croon,45,proud,18,brogs,1,broil,,,,,,,,
buddy,5,920,shily,68,pygmy,25,bundy,1,buddy,,,,,,,,
cache,5,170,aisle,45,vague,21,cadee,1,cache,,,,,,,,
cacti,5,118,nasty,14,faith,3,balti,2,cacti,,,,,,,,
canon,5,222,salon,11,bacon,4,cajon,3,canon,,,,,,,,
catch,5,236,taint,32,latch,7,batch,6,catch,,,,,,,,
caulk,5,1135,layin,85,basal,6,cauld,1,caulk,,,,,,,,
cheer,5,477,drier,65,luser,21,hewer,2,cheer,,,,,,,,
chide,5,324,guile,33,snipe,6,imide,1,chide,,,,,,,,
chill,5,920,shily,4,child,2,chili,1,chill,,,,,,,,
chime,5,324,guile,33,snipe,6,imide,1,chime,,,,,,,,
chump,5,920,shily,5,chuck,2,chuff,1,chump,,,,,,,,
clamp,5,356,clash,6,clank,3,claim,1,clamp,,,,,,,,
cling,5,920,shily,18,flick,2,climb,1,cling,,,,,,,,
clove,5,74,close,5,clone,4,cloke,3,clove,,,,,,,,
comic,5,626,lound,207,moobs,7,comfy,2,comic,,,,,,,,
coyly,5,626,lound,76,folly,8,cooly,1,coyly,,,,,,,,
cress,5,477,drier,24,creps,3,crems,2,cress,,,,,,,,
croak,5,85,armor,10,groan,3,broad,2,croak,,,,,,,,
crony,5,195,croon,3,cronk,2,crons,1,crony,,,,,,,,
croup,5,195,croon,10,crock,7,crops,1,croup,,,,,,,,
crump,5,298,cursi,8,churn,4,crumb,1,crump,,,,,,,,
cyber,5,477,drier,65,luser,21,hewer,1,cyber,,,,,,,,
cycle,5,324,guile,7,belle,3,chyle,1,cycle,,,,,,,,
dance,5,170,aisle,45,vague,21,cadee,1,dance,,,,,,,,
decoy,5,152,melon,14,bebop,7,decos,1,decoy,,,,,,,,
diode,5,74,close,16,gnome,6,evoke,2,diode,,,,,,,,
downy,5,626,lound,4,doing,3,donny,1,downy,,,,,,,,
draft,5,63,trait,14,graft,3,craft,2,draft,,,,,,,,
drape,5,53,crare,20,grade,3,drake,2,drape,,,,,,,,
dread,5,239,baler,42,creak,5,aread,1,dread,,,,,,,,
dream,5,239,baler,42,creak,5,aread,1,dream,,,,,,,,
dress,5,477,drier,5,dreck,3,dregs,2,dress,,,,,,,,
drive,5,136,prise,15,bride,2,drice,1,drive,,,,,,,,
