,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
chill,5,130,sling,5,child,2,chili,1,chill,,,,,,,,
chime,5,53,singe,11,olive,3,chide,1,chime,,,,,,,,
clove,5,80,louse,7,globe,3,clone,1,clove,,,,,,,,
comfy,5,194,lousy,16,woody,5,bumph,1,comfy,,,,,,,,
comic,5,130,sling,17,pubic,3,civic,1,comic,,,,,,,,
corer,5,92,loser,17,mower,10,gucky,2,corer,,,,,,,,
couch,5,194,lousy,12,hound,5,pubco,2,couch,,,,,,,,
cough,5,194,lousy,12,hound,5,pubco,1,cough,,,,,,,,
cramp,5,27,drawn,12,crash,3,crack,2,cramp,,,,,,,,
craze,5,15,grace,3,crane,2,crave,1,craze,,,,,,,,
cross,5,39,drown,12,crook,2,croup,1,cross,,,,,,,,
cyber,5,92,loser,17,under,7,beefy,1,cyber,,,,,,,,
cynic,5,130,sling,13,pinch,2,conic,1,cynic,,,,,,,,
daddy,5,118,salon,19,gawky,7,caped,1,daddy,,,,,,,,
dandy,5,118,salon,10,canny,3,handy,1,dandy,,,,,,,,
elope,5,80,louse,7,globe,3,clone,1,elope,,,,,,,,
ember,5,92,loser,17,under,7,beefy,1,ember,,,,,,,,
erase,5,15,grace,6,brake,3,drape,2,erase,,,,,,,,
ester,5,28,otter,4,deter,2,enter,1,ester,,,,,,,,
expel,5,106,olden,7,bevel,3,excel,1,expel,,,,,,,,
fatty,5,15,nasty,5,batty,4,catty,3,fatty,,,,,,,,
ferry,5,92,loser,14,decry,3,berry,2,ferry,,,,,,,,
fever,5,92,loser,17,under,7,beefy,3,fever,,,,,,,,
fifty,5,17,ditty,3,minty,2,sixty,1,fifty,,,,,,,,
filer,5,34,risen,10,diver,4,fiber,2,filer,,,,,,,,
filly,5,130,sling,15,dilly,4,billy,3,filly,,,,,,,,
finch,5,130,sling,13,pinch,3,cinch,2,finch,,,,,,,,
fizzy,5,130,sling,17,pubic,4,dizzy,1,fizzy,,,,,,,,
flake,5,40,shale,10,blade,5,flimp,1,flake,,,,,,,,
flame,5,40,shale,10,blade,5,flimp,1,flame,,,,,,,,
flare,5,8,scare,4,aware,3,blare,2,flare,,,,,,,,
flock,5,194,lousy,12,block,2,clock,1,flock,,,,,,,,
flown,5,194,lousy,12,block,3,flood,1,flown,,,,,,,,
fluff,5,194,lousy,11,pluck,3,bluff,1,fluff,,,,,,,,
flung,5,194,lousy,11,pluck,3,bluff,1,flung,,,,,,,,
flyer,5,92,loser,5,bluer,2,elder,1,flyer,,,,,,,,
foggy,5,194,lousy,16,woody,5,bumph,1,foggy,,,,,,,,
found,5,194,lousy,12,hound,5,abamp,2,found,,,,,,,,
foyer,5,92,loser,17,mower,10,gucky,1,foyer,,,,,,,,
frill,5,25,brink,10,primo,3,drill,2,frill,,,,,,,,
frown,5,39,drown,4,brown,3,crown,2,frown,,,,,,,,
froze,5,17,prone,5,drove,2,broke,1,froze,,,,,,,,
fudge,5,80,louse,9,nudge,3,budge,2,fudge,,,,,,,,
fully,5,194,lousy,6,bully,3,dully,2,fully,,,,,,,,
funky,5,194,lousy,19,dumpy,6,bhang,1,funky,,,,,,,,
funny,5,194,lousy,19,dumpy,6,bhang,1,funny,,,,,,,,
fuzzy,5,194,lousy,19,dumpy,6,bhang,1,fuzzy,,,,,,,,
gayer,5,45,paler,13,wager,3,gamer,2,gayer,,,,,,,,
glaze,5,40,shale,10,blade,5,flimp,1,glaze,,,,,,,,
gloat,5,55,talon,6,aloft,2,bloat,1,gloat,,,,,,,,
gloom,5,194,lousy,12,block,3,flood,1,gloom,,,,,,,,
golly,5,194,lousy,10,dolly,4,folly,3,golly,,,,,,,,
goner,5,92,loser,17,mower,10,gucky,1,goner,,,,,,,,
goofy,5,194,lousy,16,woody,3,boozy,1,goofy,,,,,,,,
grasp,5,27,drawn,12,crash,3,brass,1,grasp,,,,,,,,
grass,5,27,drawn,12,crash,3,brass,1,grass,,,,,,,,
grave,5,15,grace,4,grade,3,grape,2,grave,,,,,,,,
gravy,5,27,drawn,12,crash,2,bravo,1,gravy,,,,,,,,
greed,5,20,creed,3,breed,2,freed,1,greed,,,,,,,,
grime,5,12,pride,5,brine,2,crime,1,grime,,,,,,,,
groom,5,39,drown,12,crook,3,broom,1,groom,,,,,,,,
gross,5,39,drown,12,crook,3,group,1,gross,,,,,,,,
gruff,5,39,drown,5,brush,2,crump,1,gruff,,,,,,,,
guard,5,20,shard,3,award,2,board,1,guard,,,,,,,,
guess,5,106,olden,8,pesky,2,chess,1,guess,,,,,,,,
hairy,5,17,rabid,3,cairn,2,fairy,1,hairy,,,,,,,,
happy,5,118,salon,19,gawky,7,caped,1,happy,,,,,,,,
harry,5,60,carol,9,harpy,2,hardy,1,harry,,,,,,,,
haste,5,10,saute,6,baste,5,cahow,1,haste,,,,,,,,
hater,5,14,later,4,cater,3,eater,2,hater,,,,,,,,
haunt,5,55,talon,5,daunt,4,gaunt,3,haunt,,,,,,,,
hazel,5,55,clean,8,bagel,3,easel,2,hazel,,,,,,,,
hello,5,106,olden,3,below,2,cello,1,hello,,,,,,,,
hippy,5,130,sling,17,pubic,3,hippo,1,hippy,,,,,,,,
hobby,5,194,lousy,16,woody,5,bumph,1,hobby,,,,,,,,
horde,5,38,rouse,5,forge,2,borne,1,horde,,,,,,,,
howdy,5,194,lousy,16,woody,2,dowdy,1,howdy,,,,,,,,
hunky,5,194,lousy,19,dumpy,6,bhang,1,hunky,,,,,,,,
hutch,5,47,shout,3,butch,2,dutch,1,hutch,,,,,,,,
hyper,5,92,loser,17,under,7,beefy,1,hyper,,,,,,,,
jazzy,5,118,salon,19,gawky,7,caped,2,jazzy,,,,,,,,
jelly,5,106,olden,14,shell,2,belly,1,jelly,,,,,,,,
jiffy,5,130,sling,17,pubic,4,dizzy,1,jiffy,,,,,,,,
joker,5,92,loser,17,mower,10,gucky,2,joker,,,,,,,,
juice,5,53,singe,11,olive,3,chide,1,juice,,,,,,,,
jumbo,5,194,lousy,3,buxom,2,gumbo,1,jumbo,,,,,,,,
kinky,5,130,sling,13,pinch,3,windy,1,kinky,,,,,,,,
light,5,64,hoist,6,fight,5,blawn,1,light,,,,,,,,
limbo,5,130,sling,15,dilly,2,civil,1,limbo,,,,,,,,
linen,5,38,deign,4,elfin,2,liken,1,linen,,,,,,,,
liner,5,34,risen,5,diner,3,finer,2,liner,,,,,,,,
liver,5,34,risen,10,diver,2,giver,1,liver,,,,,,,,
livid,5,130,sling,15,dilly,2,lipid,1,livid,,,,,,,,
lobby,5,194,lousy,3,loopy,2,lowly,1,lobby,,,,,,,,
lusty,5,24,south,4,dusty,3,gusty,2,lusty,,,,,,,,
major,5,60,carol,8,rayon,4,favor,1,major,,,,,,,,
mamma,5,118,salon,19,gawky,2,madam,1,mamma,,,,,,,,
mangy,5,118,salon,10,canny,3,handy,1,mangy,,,,,,,,
manly,5,118,salon,5,banal,2,lanky,1,manly,,,,,,,,
maple,5,42,angle,4,cable,2,ladle,1,maple,,,,,,,,
maxim,5,41,anvil,5,basic,2,mafia,1,maxim,,,,,,,,
melee,5,80,louse,4,belle,2,delve,1,melee,,,,,,,,
might,5,64,hoist,6,fight,5,blawn,2,might,,,,,,,,
milky,5,130,sling,15,dilly,2,filmy,1,milky,,,,,,,,
mimic,5,130,sling,17,pubic,3,civic,1,mimic,,,,,,,,
minim,5,130,sling,13,pinch,3,windy,1,minim,,,,,,,,
modal,5,118,salon,9,focal,2,loyal,1,modal,,,,,,,,
moist,5,64,hoist,3,foist,2,joist,1,moist,,,,,,,,
money,5,106,olden,4,boney,2,honey,1,money,,,,,,,,
moody,5,194,lousy,16,woody,2,goody,1,moody,,,,,,,,
moose,5,80,louse,5,copse,3,goose,2,moose,,,,,,,,
mound,5,194,lousy,12,hound,5,abamp,1,mound,,,,,,,,
mourn,5,61,curry,6,slurp,2,gourd,1,mourn,,,,,,,,
mummy,5,194,lousy,19,dumpy,2,gummy,1,mummy,,,,,,,,
mushy,5,194,lousy,7,husky,3,bushy,2,mushy,,,,,,,,
musky,5,194,lousy,7,husky,2,dusky,1,musky,,,,,,,,
nanny,5,118,salon,10,canny,2,fanny,1,nanny,,,,,,,,
newer,5,92,loser,17,under,2,never,1,newer,,,,,,,,
night,5,64,hoist,6,fight,5,blawn,1,night,,,,,,,,
ninth,5,17,ditty,5,filth,2,sixth,1,ninth,,,,,,,,
nobly,5,194,lousy,10,dolly,3,coyly,2,nobly,,,,,,,,
offer,5,92,loser,3,owner,2,odder,1,offer,,,,,,,,
ovoid,5,130,sling,17,pubic,2,vivid,1,ovoid,,,,,,,,
paddy,5,118,salon,19,gawky,7,caped,1,paddy,,,,,,,,
panel,5,55,clean,3,angel,2,navel,1,panel,,,,,,,,
panic,5,41,anvil,5,cabin,2,manic,1,panic,,,,,,,,
papal,5,118,salon,7,badly,2,laugh,1,papal,,,,,,,,
paste,5,10,saute,6,baste,5,cahow,2,paste,,,,,,,,
patch,5,55,talon,11,match,5,cowps,1,patch,,,,,,,,
payee,5,42,angle,8,cause,2,maybe,1,payee,,,,,,,,
payer,5,45,paler,3,paper,2,parer,1,payer,,,,,,,,
peace,5,40,shale,9,awake,2,evade,1,peace,,,,,,,,
pedal,5,55,clean,5,delay,2,medal,1,pedal,,,,,,,,
pence,5,80,louse,8,fence,2,hence,1,pence,,,,,,,,
perky,5,92,loser,14,decry,2,jerky,1,perky,,,,,,,,
petal,5,25,cleat,3,fetal,2,metal,1,petal,,,,,,,,
piper,5,34,risen,10,diver,4,fiber,1,piper,,,,,,,,
pique,5,53,singe,6,biome,3,piece,2,pique,,,,,,,,
pivot,5,64,hoist,3,bigot,2,pilot,1,pivot,,,,,,,,
place,5,40,shale,10,blade,5,flimp,2,place,,,,,,,,
plaid,5,14,slain,3,claim,2,flail,1,plaid,,,,,,,,
plank,5,64,clash,8,blank,2,flank,1,plank,,,,,,,,
plaza,5,64,clash,8,blank,2,llama,1,plaza,,,,,,,,
plead,5,55,clean,3,bleak,2,gleam,1,plead,,,,,,,,
plump,5,194,lousy,11,pluck,2,plumb,1,plump,,,,,,,,
plush,5,194,lousy,4,blush,3,flush,2,plush,,,,,,,,
polar,5,60,carol,4,flora,3,molar,2,polar,,,,,,,,
poppy,5,194,lousy,16,woody,5,bumph,1,poppy,,,,,,,,
pouch,5,194,lousy,12,hound,5,pubco,1,pouch,,,,,,,,
pound,5,194,lousy,12,hound,5,abamp,1,pound,,,,,,,,
power,5,92,loser,17,mower,3,cower,2,power,,,,,,,,
prank,5,27,drawn,3,crank,2,frank,1,prank,,,,,,,,
preen,5,20,creed,3,freer,2,green,1,preen,,,,,,,,
prick,5,25,brink,3,frisk,2,crick,1,prick,,,,,,,,
pried,5,8,fried,3,cried,2,dried,1,pried,,,,,,,,
prize,5,12,pride,3,price,2,prime,1,prize,,,,,,,,
proof,5,39,drown,12,crook,3,broom,1,proof,,,,,,,,
prove,5,17,prone,3,probe,2,prose,1,prove,,,,,,,,
proxy,5,39,drown,12,crook,3,group,1,proxy,,,,,,,,
puppy,5,194,lousy,19,dumpy,2,guppy,1,puppy,,,,,,,,
purer,5,92,loser,17,under,3,buyer,2,purer,,,,,,,,
purge,5,38,rouse,3,curve,2,puree,1,purge,,,,,,,,
purse,5,38,rouse,3,curse,2,nurse,1,purse,,,,,,,,
quack,5,64,clash,3,aback,2,knack,1,quack,,,,,,,,
quark,5,20,shard,3,alarm,2,ovary,1,quark,,,,,,,,
quart,5,7,stark,3,apart,2,chart,1,quart,,,,,,,,
quash,5,64,clash,5,swash,2,gnash,1,quash,,,,,,,,
query,5,92,loser,14,decry,2,every,1,query,,,,,,,,
quest,5,54,sleet,3,chest,2,guest,1,quest,,,,,,,,
quilt,5,64,hoist,6,guilt,2,built,1,quilt,,,,,,,,
racer,5,45,paler,13,wager,6,racks,1,racer,,,,,,,,
rarer,5,45,paler,13,wager,6,racks,1,rarer,,,,,,,,
rearm,5,10,ready,3,reach,2,realm,1,rearm,,,,,,,,
recut,5,28,otter,3,exert,2,rebut,1,recut,,,,,,,,
reedy,5,92,loser,14,decry,2,nerdy,1,reedy,,,,,,,,
renal,5,45,paler,3,feral,2,regal,1,renal,,,,,,,,
repay,5,45,paler,3,opera,2,recap,1,repay,,,,,,,,
revel,5,92,loser,3,rebel,2,repel,1,revel,,,,,,,,
river,5,34,risen,3,rider,2,riper,1,river,,,,,,,,
roger,5,92,loser,17,mower,10,gucky,1,roger,,,,,,,,
round,5,61,curry,3,flour,2,rough,1,round,,,,,,,,
safer,5,45,paler,13,wager,6,racks,2,safer,,,,,,,,
saint,5,17,taint,3,faint,2,paint,1,saint,,,,,,,,
sappy,5,118,salon,4,sassy,3,saucy,2,sappy,,,,,,,,
savor,5,60,carol,8,rayon,4,favor,1,savor,,,,,,,,
scaly,5,64,clash,3,scald,2,scalp,1,scaly,,,,,,,,
seven,5,106,olden,5,sheen,2,semen,1,seven,,,,,,,,
sewer,5,92,loser,7,usher,3,sever,1,sewer,,,,,,,,
shame,5,40,shale,5,shade,4,shake,3,shame,,,,,,,,
shove,5,80,louse,6,scope,3,shone,1,shove,,,,,,,,
shrug,5,61,curry,3,forum,2,shrub,1,shrug,,,,,,,,
silly,5,130,sling,4,solid,2,silky,1,silly,,,,,,,,
sinew,5,38,deign,3,ennui,2,piney,1,sinew,,,,,,,,
slide,5,53,singe,7,slime,2,slice,1,slide,,,,,,,,
smear,5,45,paler,6,debar,3,shear,2,smear,,,,,,,,
smock,5,194,lousy,12,scoop,2,shock,1,smock,,,,,,,,
smoke,5,80,louse,6,scope,3,shone,1,smoke,,,,,,,,
sneer,5,92,loser,7,usher,3,sever,1,sneer,,,,,,,,
snore,5,38,rouse,5,score,4,shore,3,snore,,,,,,,,
spare,5,8,scare,3,share,2,snare,1,spare,,,,,,,,
spark,5,20,shard,5,scarf,3,snarl,2,spark,,,,,,,,
spell,5,106,olden,14,shell,3,smell,2,spell,,,,,,,,
spice,5,53,singe,7,slime,3,seize,2,spice,,,,,,,,
spire,5,8,ridge,3,eerie,2,shire,1,spire,,,,,,,,
spook,5,194,lousy,12,scoop,3,spoof,2,spook,,,,,,,,
sport,5,27,torus,6,short,2,snort,1,sport,,,,,,,,
spout,5,47,shout,4,scout,3,snout,2,spout,,,,,,,,
spunk,5,194,lousy,6,snuck,2,skunk,1,spunk,,,,,,,,
stash,5,21,slant,4,stack,3,stamp,2,stash,,,,,,,,
stave,5,5,stage,3,stake,2,stale,1,stave,,,,,,,,
steam,5,25,cleat,4,steak,2,stead,1,steam,,,,,,,,
still,5,64,hoist,5,stink,2,stiff,1,still,,,,,,,,
stone,5,13,those,4,stoke,3,stole,2,stone,,,,,,,,
stony,5,47,shout,6,stoop,2,stock,1,stony,,,,,,,,
stool,5,47,shout,6,stoop,2,stood,1,stool,,,,,,,,
storm,5,27,torus,6,short,3,stork,2,storm,,,,,,,,
stump,5,47,shout,6,stunk,3,study,2,stump,,,,,,,,
suave,5,40,shale,4,space,2,snake,1,suave,,,,,,,,
sugar,5,60,carol,5,umbra,2,augur,1,sugar,,,,,,,,
surer,5,92,loser,7,usher,2,super,1,surer,,,,,,,,
swamp,5,64,clash,5,spank,2,soapy,1,swamp,,,,,,,,
swill,5,130,sling,3,skill,2,spill,1,swill,,,,,,,,
swine,5,53,singe,5,snipe,2,shine,1,swine,,,,,,,,
swoon,5,194,lousy,12,scoop,2,shook,1,swoon,,,,,,,,
swoop,5,194,lousy,12,scoop,2,snoop,1,swoop,,,,,,,,
taffy,5,55,talon,3,tacky,2,tabby,1,taffy,,,,,,,,
taper,5,14,later,3,taker,2,tamer,1,taper,,,,,,,,
tasty,5,15,nasty,3,hasty,2,pasty,1,tasty,,,,,,,,
toast,5,21,slant,3,boast,2,coast,1,toast,,,,,,,,
toxic,5,64,hoist,5,tonic,2,topic,1,toxic,,,,,,,,
trawl,5,9,tract,3,tramp,2,trash,1,trawl,,,,,,,,
trump,5,17,trout,5,truck,3,truly,2,trump,,,,,,,,
unwed,5,106,olden,3,kneed,2,unfed,1,unwed,,,,,,,,
valve,5,42,angle,6,salve,2,halve,1,valve,,,,,,,,
vapor,5,60,carol,8,rayon,4,favor,1,vapor,,,,,,,,
vocal,5,118,salon,9,focal,2,local,1,vocal,,,,,,,,
waste,5,10,saute,6,baste,5,cahow,1,waste,,,,,,,,
watch,5,55,talon,11,match,5,cowps,1,watch,,,,,,,,
waver,5,45,paler,13,wager,2,wafer,1,waver,,,,,,,,
waxen,5,55,clean,4,ashen,2,oaken,1,waxen,,,,,,,,
wedge,5,80,louse,8,fence,2,hedge,1,wedge,,,,,,,,
weedy,5,106,olden,3,debug,2,seedy,1,weedy,,,,,,,,
welch,5,106,olden,14,shell,2,belch,1,welch,,,,,,,,
wheel,5,106,olden,7,bevel,3,excel,1,wheel,,,,,,,,
while,5,53,singe,11,olive,2,exile,1,while,,,,,,,,
wider,5,34,risen,10,diver,2,cider,1,wider,,,,,,,,
widow,5,130,sling,17,pubic,4,dizzy,1,widow,,,,,,,,
wight,5,64,hoist,6,fight,5,blawn,1,wight,,,,,,,,
wimpy,5,130,sling,17,pubic,3,hippo,1,wimpy,,,,,,,,
wispy,5,130,sling,7,music,2,fishy,1,wispy,,,,,,,,
witch,5,64,hoist,4,pitch,2,ditch,1,witch,,,,,,,,
witty,5,17,ditty,3,bitty,2,kitty,1,witty,,,,,,,,
women,5,106,olden,4,coven,2,woken,1,women,,,,,,,,
worry,5,61,curry,3,lorry,2,sorry,1,worry,,,,,,,,
wreak,5,9,bread,4,creak,2,freak,1,wreak,,,,,,,,
yeast,5,12,least,3,beast,2,feast,1,yeast,,,,,,,,
yield,5,38,deign,4,field,2,wield,1,yield,,,,,,,,
abbey,4,55,clean,2,askew,1,abbey,,,,,,,,,,
abled,4,55,clean,8,bagel,1,abled,,,,,,,,,,
above,4,42,angle,6,abode,1,above,,,,,,,,,,
abuse,4,42,angle,6,abode,1,abuse,,,,,,,,,,
actor,4,11,stray,3,abort,1,actor,,,,,,,,,,
adage,4,40,shale,9,awake,3,adage,,,,,,,,,,
adobe,4,42,angle,6,abode,1,adobe,,,,,,,,,,
adopt,4,55,talon,2,about,1,adopt,,,,,,,,,,
affix,4,41,anvil,3,aphid,1,affix,,,,,,,,,,
afoul,4,118,salon,9,focal,1,afoul,,,,,,,,,,
agate,4,8,slate,3,abate,1,agate,,,,,,,,,,
agent,4,25,cleat,2,adept,1,agent,,,,,,,,,,
aging,4,41,anvil,3,aping,1,aging,,,,,,,,,,
agony,4,118,salon,4,among,1,agony,,,,,,,,,,
agora,4,60,carol,3,adorn,1,agora,,,,,,,,,,
allow,4,118,salon,3,aglow,1,allow,,,,,,,,,,
alloy,4,118,salon,3,aglow,1,alloy,,,,,,,,,,
aloud,4,118,salon,9,focal,1,aloud,,,,,,,,,,
alpha,4,118,salon,6,album,1,alpha,,,,,,,,,,
amiss,4,41,anvil,2,axiom,1,amiss,,,,,,,,,,
ample,4,42,angle,3,amble,1,ample,,,,,,,,,,
amply,4,118,salon,6,album,1,amply,,,,,,,,,,
amuse,4,42,angle,6,abode,1,amuse,,,,,,,,,,
anger,4,45,paler,2,amber,1,anger,,,,,,,,,,
angry,4,60,carol,5,umbra,1,angry,,,,,,,,,,
anime,4,10,alive,3,abide,1,anime,,,,,,,,,,
apnea,4,55,clean,2,annex,1,apnea,,,,,,,,,,
apple,4,42,angle,3,amble,1,apple,,,,,,,,,,
apply,4,118,salon,6,album,1,apply,,,,,,,,,,
aptly,4,55,talon,2,adult,1,aptly,,,,,,,,,,
armor,4,12,arbor,2,ardor,1,armor,,,,,,,,,,
ascot,4,55,talon,3,afoot,2,ascot,,,,,,,,,,
aside,4,10,alive,3,abide,1,aside,,,,,,,,,,
assay,4,118,salon,2,abyss,1,assay,,,,,,,,,,
atoll,4,55,talon,6,aloft,1,atoll,,,,,,,,,,
audio,4,41,anvil,3,aphid,1,audio,,,,,,,,,,
audit,4,17,taint,2,admit,1,audit,,,,,,,,,,
augur,4,60,carol,5,umbra,2,augur,,,,,,,,,,
awash,4,64,clash,5,swash,1,awash,,,,,,,,,,
awful,4,118,salon,6,album,1,awful,,,,,,,,,,
awoke,4,42,angle,6,abode,1,awoke,,,,,,,,,,
axion,4,41,anvil,3,aping,1,axion,,,,,,,,,,
azure,4,9,agree,2,adore,1,azure,,,,,,,,,,
badge,4,42,angle,4,gauge,1,badge,,,,,,,,,,
baggy,4,118,salon,19,gawky,1,baggy,,,,,,,,,,
basin,4,41,anvil,5,cabin,1,basin,,,,,,,,,,
basis,4,41,anvil,5,basic,1,basis,,,,,,,,,,
bawdy,4,118,salon,19,gawky,1,bawdy,,,,,,,,,,
beech,4,106,olden,8,pesky,1,beech,,,,,,,,,,
beefy,4,106,olden,8,pesky,1,beefy,,,,,,,,,,
belch,4,106,olden,14,shell,2,belch,,,,,,,,,,
belie,4,53,singe,11,olive,1,belie,,,,,,,,,,
belly,4,106,olden,14,shell,2,belly,,,,,,,,,,
berry,4,92,loser,14,decry,3,berry,,,,,,,,,,
bezel,4,106,olden,7,bevel,1,bezel,,,,,,,,,,
bible,4,53,singe,6,biome,1,bible,,,,,,,,,,
biddy,4,130,sling,17,pubic,1,biddy,,,,,,,,,,
billy,4,130,sling,15,dilly,4,billy,,,,,,,,,,
bingo,4,130,sling,4,dingo,1,bingo,,,,,,,,,,
blame,4,40,shale,10,blade,2,blame,,,,,,,,,,
