,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
graze,6,49,grace,4,grade,3,grape,2,grave,1,graze,,,,,,
gross,6,98,curio,20,drown,6,broom,2,proxy,1,gross,,,,,,
grown,6,98,curio,20,drown,3,brown,2,frown,1,grown,,,,,,
gully,6,84,lousy,6,bulky,4,dully,2,fully,1,gully,,,,,,
hazel,6,42,salve,7,panel,4,bagel,2,camel,1,hazel,,,,,,
hilly,6,84,lousy,10,dimly,4,billy,3,filly,2,hilly,,,,,,
hitch,6,84,south,5,ditch,3,pitch,2,witch,1,hitch,,,,,,
hunch,6,196,noisy,5,bunch,3,munch,2,punch,1,hunch,,,,,,
jaunt,6,24,saint,6,daunt,5,gaunt,4,haunt,3,jaunt,,,,,,
kitty,6,84,south,6,minty,5,bitty,3,ditty,2,kitty,,,,,,
ladle,6,42,salve,6,cable,3,maple,2,eagle,1,ladle,,,,,,
mound,6,196,noisy,9,bound,5,found,4,hound,3,mound,,,,,,
newer,6,160,rouse,37,fried,5,cyber,2,never,1,newer,,,,,,
paddy,6,110,mason,14,bawdy,4,gaudy,3,caddy,2,paddy,,,,,,
parer,6,49,grace,17,baker,8,payer,2,paper,1,parer,,,,,,
patty,6,49,nasty,5,batty,4,catty,3,fatty,2,patty,,,,,,
pence,6,145,noise,7,dunce,3,fence,2,hence,1,pence,,,,,,
piper,6,160,rouse,37,fried,6,miner,3,viper,1,piper,,,,,,
poker,6,160,rouse,14,cower,8,homer,5,joker,1,poker,,,,,,
poppy,6,196,noisy,15,howdy,7,comfy,4,boozy,1,poppy,,,,,,
prank,6,77,baron,5,drank,3,crank,2,frank,1,prank,,,,,,
prime,6,160,rouse,17,gripe,4,price,3,pride,2,prime,,,,,,
pushy,6,196,noisy,6,husky,3,bushy,2,mushy,1,pushy,,,,,,
rower,6,160,rouse,4,rodeo,3,roger,2,rover,1,rower,,,,,,
saner,6,49,grace,17,baker,8,payer,5,safer,1,saner,,,,,,
savvy,6,110,mason,4,daisy,3,saucy,2,sappy,1,savvy,,,,,,
shape,6,61,chase,5,shade,4,shake,3,shame,2,shape,,,,,,
slave,6,10,blade,6,flake,4,place,2,glaze,1,slave,,,,,,
staff,6,49,nasty,5,stack,4,staid,3,stamp,2,staff,,,,,,
stood,6,84,south,6,stock,4,stomp,2,stony,1,stood,,,,,,
stout,6,45,hoist,4,scout,3,snout,2,spout,1,stout,,,,,,
stuff,6,84,south,6,stunk,3,study,2,stump,1,stuff,,,,,,
swore,6,16,score,4,shore,3,snore,2,spore,1,swore,,,,,,
trite,6,35,outer,7,tribe,3,trice,2,tripe,1,trite,,,,,,
wafer,6,49,grace,17,baker,8,payer,5,safer,1,wafer,,,,,,
waste,6,23,haste,5,baste,4,caste,3,paste,2,waste,,,,,,
watch,6,49,nasty,9,batch,5,match,4,patch,3,watch,,,,,,
waver,6,49,grace,17,baker,8,payer,5,safer,2,waver,,,,,,
wight,6,45,hoist,5,fight,4,might,3,night,2,wight,,,,,,
winch,6,196,noisy,9,cumin,3,finch,2,pinch,1,winch,,,,,,
wreak,6,12,smear,6,break,3,creak,2,freak,1,wreak,,,,,,
allay,5,10,along,4,album,2,alpha,1,allay,,,,,,,,
apnea,5,20,abode,4,ashen,2,annex,1,apnea,,,,,,,,
awake,5,20,abode,5,amuse,2,agape,1,awake,,,,,,,,
aware,5,4,adore,3,afire,2,azure,1,aware,,,,,,,,
banal,5,60,scaly,11,zonal,2,final,1,banal,,,,,,,,
bezel,5,59,noble,3,belch,2,bevel,1,bezel,,,,,,,,
biddy,5,196,noisy,9,picky,5,dizzy,2,biddy,,,,,,,,
boozy,5,196,noisy,15,howdy,7,comfy,4,boozy,,,,,,,,
brass,5,77,baron,4,braid,2,brash,1,brass,,,,,,,,
brine,5,160,rouse,17,gripe,5,bride,2,brine,,,,,,,,
briny,5,98,curio,12,brink,2,bring,1,briny,,,,,,,,
broke,5,160,rouse,11,prone,5,drove,2,broke,,,,,,,,
brook,5,98,curio,20,drown,6,broom,1,brook,,,,,,,,
caddy,5,110,mason,14,bawdy,4,gaudy,3,caddy,,,,,,,,
camel,5,42,salve,7,panel,4,bagel,2,camel,,,,,,,,
canal,5,60,scaly,7,vocal,2,cabal,1,canal,,,,,,,,
chill,5,84,lousy,5,child,2,chili,1,chill,,,,,,,,
class,5,30,clank,5,clasp,2,clash,1,class,,,,,,,,
clock,5,52,slunk,5,flock,2,block,1,clock,,,,,,,,
corer,5,160,rouse,14,cower,2,cover,1,corer,,,,,,,,
coven,5,145,noise,8,money,4,woven,1,coven,,,,,,,,
covet,5,21,debit,7,onset,2,comet,1,covet,,,,,,,,
coyly,5,84,lousy,10,godly,6,nobly,5,coyly,,,,,,,,
cramp,5,77,baron,17,cigar,5,crash,3,cramp,,,,,,,,
crass,5,77,baron,17,cigar,5,crash,1,crass,,,,,,,,
craze,5,49,grace,3,crane,2,crave,1,craze,,,,,,,,
crime,5,160,rouse,17,gripe,5,bride,1,crime,,,,,,,,
crook,5,98,curio,6,crown,3,crock,1,crook,,,,,,,,
cross,5,98,curio,6,crown,3,crock,1,cross,,,,,,,,
dandy,5,110,mason,9,candy,2,handy,1,dandy,,,,,,,,
diner,5,160,rouse,37,fried,4,cider,2,diner,,,,,,,,
ditty,5,84,south,6,minty,5,bitty,3,ditty,,,,,,,,
dough,5,196,noisy,7,cough,2,bough,1,dough,,,,,,,,
dozen,5,145,noise,8,money,4,woven,1,dozen,,,,,,,,
drama,5,77,baron,17,cigar,2,fraud,1,drama,,,,,,,,
drawl,5,22,valor,7,brawl,2,crawl,1,drawl,,,,,,,,
drive,5,160,rouse,17,gripe,5,bride,1,drive,,,,,,,,
drone,5,160,rouse,11,prone,2,crone,1,drone,,,,,,,,
dross,5,98,curio,20,drown,2,droop,1,dross,,,,,,,,
eagle,5,42,salve,6,cable,3,maple,2,eagle,,,,,,,,
eater,5,13,cater,3,hater,2,water,1,eater,,,,,,,,
elder,5,7,flier,4,bluer,2,older,1,elder,,,,,,,,
elide,5,23,olive,5,slide,2,glide,1,elide,,,,,,,,
elope,5,23,olive,6,close,3,bloke,1,elope,,,,,,,,
ember,5,160,rouse,37,fried,5,cyber,1,ember,,,,,,,,
erode,5,160,rouse,11,prone,5,drove,1,erode,,,,,,,,
ester,5,35,outer,5,inter,3,deter,1,ester,,,,,,,,
exist,5,21,debit,4,eight,2,evict,1,exist,,,,,,,,
eying,5,145,noise,5,being,2,eking,1,eying,,,,,,,,
fatty,5,49,nasty,5,batty,4,catty,3,fatty,,,,,,,,
feign,5,145,noise,5,being,2,deign,1,feign,,,,,,,,
fewer,5,160,rouse,37,fried,2,fever,1,fewer,,,,,,,,
fifty,5,84,south,6,minty,5,bitty,1,fifty,,,,,,,,
filly,5,84,lousy,10,dimly,4,billy,3,filly,,,,,,,,
finer,5,160,rouse,37,fried,3,fiber,2,finer,,,,,,,,
fizzy,5,196,noisy,9,picky,5,dizzy,1,fizzy,,,,,,,,
fling,5,52,slunk,4,blind,2,cling,1,fling,,,,,,,,
flown,5,52,slunk,3,blown,2,clown,1,flown,,,,,,,,
fluff,5,52,slunk,6,plumb,2,fluid,1,fluff,,,,,,,,
foggy,5,196,noisy,15,howdy,7,comfy,1,foggy,,,,,,,,
frame,5,49,grace,6,brake,3,drape,2,frame,,,,,,,,
frank,5,77,baron,5,drank,3,crank,2,frank,,,,,,,,
freak,5,12,smear,6,break,3,creak,2,freak,,,,,,,,
frown,5,98,curio,20,drown,3,brown,2,frown,,,,,,,,
fully,5,84,lousy,6,bulky,4,dully,2,fully,,,,,,,,
fuzzy,5,196,noisy,16,dumpy,2,buggy,1,fuzzy,,,,,,,,
gaffe,5,61,chase,12,vague,3,badge,1,gaffe,,,,,,,,
gauge,5,61,chase,12,vague,2,gauze,1,gauge,,,,,,,,
gayly,5,60,scaly,7,daily,2,manly,1,gayly,,,,,,,,
gazer,5,49,grace,3,gamer,2,gayer,1,gazer,,,,,,,,
glaze,5,10,blade,6,flake,4,place,2,glaze,,,,,,,,
globe,5,23,olive,6,close,3,bloke,1,globe,,,,,,,,
gooey,5,145,noise,4,dopey,2,covey,1,gooey,,,,,,,,
goofy,5,196,noisy,15,howdy,7,comfy,1,goofy,,,,,,,,
goose,5,145,noise,6,mouse,3,copse,1,goose,,,,,,,,
grail,5,22,valor,7,brawl,2,frail,1,grail,,,,,,,,
graph,5,77,baron,17,cigar,4,grasp,1,graph,,,,,,,,
grass,5,77,baron,17,cigar,4,grasp,1,grass,,,,,,,,
grave,5,49,grace,4,grade,3,grape,2,grave,,,,,,,,
gravy,5,77,baron,17,cigar,4,grasp,1,gravy,,,,,,,,
greed,5,22,credo,4,breed,2,freed,1,greed,,,,,,,,
grief,5,160,rouse,37,fried,2,brief,1,grief,,,,,,,,
groom,5,98,curio,20,drown,6,broom,1,groom,,,,,,,,
grove,5,160,rouse,11,prone,5,drove,1,grove,,,,,,,,
harem,5,49,grace,17,baker,3,ramen,1,harem,,,,,,,,
harpy,5,77,baron,7,marsh,2,hardy,1,harpy,,,,,,,,
haunt,5,24,saint,6,daunt,5,gaunt,4,haunt,,,,,,,,
hence,5,145,noise,7,dunce,3,fence,2,hence,,,,,,,,
hippy,5,196,noisy,9,picky,2,wimpy,1,hippy,,,,,,,,
honey,5,145,noise,8,money,2,boney,1,honey,,,,,,,,
horde,5,160,rouse,5,forge,2,borne,1,horde,,,,,,,,
hound,5,196,noisy,9,bound,5,found,4,hound,,,,,,,,
hover,5,160,rouse,14,cower,8,homer,1,hover,,,,,,,,
hutch,5,84,south,3,butch,2,dutch,1,hutch,,,,,,,,
hyper,5,160,rouse,37,fried,5,cyber,1,hyper,,,,,,,,
inner,5,160,rouse,37,fried,6,miner,1,inner,,,,,,,,
jazzy,5,110,mason,14,bawdy,2,happy,1,jazzy,,,,,,,,
jerky,5,160,rouse,37,fried,4,perky,1,jerky,,,,,,,,
jetty,5,47,suite,6,empty,2,hefty,1,jetty,,,,,,,,
jiffy,5,196,noisy,9,picky,5,dizzy,1,jiffy,,,,,,,,
joker,5,160,rouse,14,cower,8,homer,5,joker,,,,,,,,
judge,5,145,noise,9,fudge,2,budge,1,judge,,,,,,,,
jumbo,5,196,noisy,5,buxom,2,gumbo,1,jumbo,,,,,,,,
kinky,5,196,noisy,4,dingy,2,pinky,1,kinky,,,,,,,,
krill,5,20,lurid,3,frill,2,grill,1,krill,,,,,,,,
label,5,42,salve,7,panel,4,bagel,1,label,,,,,,,,
leaky,5,42,salve,12,decal,3,leafy,1,leaky,,,,,,,,
least,5,7,dealt,3,leant,2,leapt,1,least,,,,,,,,
legal,5,42,salve,12,decal,2,penal,1,legal,,,,,,,,
leggy,5,59,noble,12,pixel,3,welch,1,leggy,,,,,,,,
level,5,59,noble,12,pixel,2,jewel,1,level,,,,,,,,
llama,5,30,clank,7,flash,3,plaid,1,llama,,,,,,,,
local,5,60,scaly,7,vocal,2,focal,1,local,,,,,,,,
lowly,5,84,lousy,3,lobby,2,loopy,1,lowly,,,,,,,,
madly,5,60,scaly,7,daily,2,badly,1,madly,,,,,,,,
maize,5,61,chase,12,vague,3,maybe,1,maize,,,,,,,,
mamma,5,110,mason,8,magic,3,madam,1,mamma,,,,,,,,
mammy,5,110,mason,8,magic,3,madam,1,mammy,,,,,,,,
mange,5,61,chase,12,vague,3,badge,1,mange,,,,,,,,
mania,5,110,mason,4,mangy,2,manic,1,mania,,,,,,,,
maxim,5,110,mason,8,magic,2,mafia,1,maxim,,,,,,,,
mayor,5,77,baron,6,favor,3,major,1,mayor,,,,,,,,
mealy,5,42,salve,12,decal,3,leafy,1,mealy,,,,,,,,
mercy,5,160,rouse,37,fried,4,perky,1,mercy,,,,,,,,
merry,5,16,score,4,berry,2,ferry,1,merry,,,,,,,,
meter,5,35,outer,5,inter,3,deter,1,meter,,,,,,,,
milky,5,84,lousy,10,dimly,2,filmy,1,milky,,,,,,,,
mimic,5,196,noisy,6,pubic,2,civic,1,mimic,,,,,,,,
moist,5,45,hoist,3,foist,2,joist,1,moist,,,,,,,,
moody,5,196,noisy,15,howdy,2,goody,1,moody,,,,,,,,
mount,5,45,hoist,4,donut,2,count,1,mount,,,,,,,,
mover,5,160,rouse,14,cower,8,homer,1,mover,,,,,,,,
mummy,5,196,noisy,16,dumpy,2,gummy,1,mummy,,,,,,,,
mushy,5,196,noisy,6,husky,3,bushy,2,mushy,,,,,,,,
musky,5,196,noisy,6,husky,2,dusky,1,musky,,,,,,,,
musty,5,84,south,3,dusty,2,gusty,1,musty,,,,,,,,
nanny,5,110,mason,9,candy,2,fanny,1,nanny,,,,,,,,
nerdy,5,160,rouse,37,fried,2,derby,1,nerdy,,,,,,,,
never,5,160,rouse,37,fried,5,cyber,2,never,,,,,,,,
nicer,5,160,rouse,37,fried,6,miner,1,nicer,,,,,,,,
night,5,45,hoist,5,fight,4,might,3,night,,,,,,,,
ninth,5,84,south,3,width,2,fifth,1,ninth,,,,,,,,
offer,5,160,rouse,7,decor,2,owner,1,offer,,,,,,,,
order,5,160,rouse,7,decor,2,odder,1,order,,,,,,,,
ozone,5,145,noise,4,gnome,2,phone,1,ozone,,,,,,,,
papal,5,60,scaly,11,zonal,2,pupal,1,papal,,,,,,,,
paper,5,49,grace,17,baker,8,payer,2,paper,,,,,,,,
parry,5,28,chard,4,fairy,2,marry,1,parry,,,,,,,,
paste,5,23,haste,5,baste,4,caste,3,paste,,,,,,,,
patch,5,49,nasty,9,batch,5,match,4,patch,,,,,,,,
patio,5,49,nasty,9,batch,2,datum,1,patio,,,,,,,,
payee,5,61,chase,12,vague,3,maybe,1,payee,,,,,,,,
pedal,5,42,salve,12,decal,2,medal,1,pedal,,,,,,,,
perch,5,160,rouse,37,fried,4,perky,1,perch,,,,,,,,
petal,5,8,delta,3,fetal,2,metal,1,petal,,,,,,,,
pinch,5,196,noisy,9,cumin,3,finch,2,pinch,,,,,,,,
piney,5,145,noise,8,index,2,given,1,piney,,,,,,,,
plane,5,10,blade,6,flake,4,place,1,plane,,,,,,,,
plank,5,30,clank,3,blank,2,flank,1,plank,,,,,,,,
plaza,5,30,clank,7,flash,3,plaid,1,plaza,,,,,,,,
plush,5,52,slunk,3,blush,2,flush,1,plush,,,,,,,,
posse,5,145,noise,6,mouse,3,copse,1,posse,,,,,,,,
power,5,160,rouse,14,cower,2,mower,1,power,,,,,,,,
preen,5,22,credo,5,fresh,2,green,1,preen,,,,,,,,
pride,5,160,rouse,17,gripe,4,price,3,pride,,,,,,,,
pried,5,160,rouse,37,fried,3,cried,2,pried,,,,,,,,
prism,5,98,curio,12,brink,3,grimy,1,prism,,,,,,,,
privy,5,98,curio,12,brink,3,grimy,1,privy,,,,,,,,
proof,5,98,curio,20,drown,6,broom,1,proof,,,,,,,,
prove,5,160,rouse,11,prone,2,probe,1,prove,,,,,,,,
proxy,5,98,curio,20,drown,6,broom,2,proxy,,,,,,,,
pulpy,5,84,lousy,6,bulky,4,dully,1,pulpy,,,,,,,,
punch,5,196,noisy,5,bunch,3,munch,2,punch,,,,,,,,
puppy,5,196,noisy,16,dumpy,2,guppy,1,puppy,,,,,,,,
purer,5,160,rouse,7,demur,3,buyer,1,purer,,,,,,,,
purse,5,160,rouse,3,curse,2,nurse,1,purse,,,,,,,,
queen,5,30,spend,3,enemy,2,niece,1,queen,,,,,,,,
queue,5,30,spend,6,check,2,beefy,1,queue,,,,,,,,
raven,5,49,grace,17,baker,3,ramen,1,raven,,,,,,,,
razor,5,77,baron,6,favor,3,major,1,razor,,,,,,,,
rearm,5,10,share,4,weary,2,beard,1,rearm,,,,,,,,
rebar,5,49,grace,17,baker,2,debar,1,rebar,,,,,,,,
repel,5,20,liver,4,cruel,2,rebel,1,repel,,,,,,,,
river,5,160,rouse,7,ripen,2,rider,1,river,,,,,,,,
rotor,5,31,broth,6,torus,2,motor,1,rotor,,,,,,,,
rover,5,160,rouse,4,rodeo,3,roger,2,rover,,,,,,,,
rural,5,22,valor,7,brawl,2,mural,1,rural,,,,,,,,
safer,5,49,grace,17,baker,8,payer,5,safer,,,,,,,,
salsa,5,60,scaly,5,salon,2,salad,1,salsa,,,,,,,,
sappy,5,110,mason,4,daisy,3,saucy,2,sappy,,,,,,,,
sassy,5,110,mason,4,basic,2,gassy,1,sassy,,,,,,,,
scoop,5,196,noisy,8,shock,2,scoff,1,scoop,,,,,,,,
shack,5,110,mason,8,quash,3,shaky,1,shack,,,,,,,,
shady,5,110,mason,8,quash,3,shaky,1,shady,,,,,,,,
shame,5,61,chase,5,shade,4,shake,3,shame,,,,,,,,
shrew,5,160,rouse,9,wiser,2,screw,1,shrew,,,,,,,,
sieve,5,30,spend,3,sheik,2,siege,1,sieve,,,,,,,,
sissy,5,196,noisy,3,gipsy,2,missy,1,sissy,,,,,,,,
skunk,5,196,noisy,5,snuck,2,spunk,1,skunk,,,,,,,,
slack,5,30,clank,3,black,2,flack,1,slack,,,,,,,,
slime,5,23,olive,5,slide,2,slice,1,slime,,,,,,,,
slosh,5,52,slunk,4,slimy,2,sloop,1,slosh,,,,,,,,
solar,5,22,valor,3,molar,2,polar,1,solar,,,,,,,,
sower,5,160,rouse,3,poser,2,sober,1,sower,,,,,,,,
spade,5,61,chase,4,suave,2,snake,1,spade,,,,,,,,
spare,5,10,share,3,scare,2,snare,1,spare,,,,,,,,
spell,5,15,wield,5,shelf,2,smell,1,spell,,,,,,,,
spiel,5,59,noble,12,pixel,2,impel,1,spiel,,,,,,,,
spool,5,84,lousy,4,scold,2,spoil,1,spool,,,,,,,,
spore,5,16,score,4,shore,3,snore,2,spore,,,,,,,,
spout,5,45,hoist,4,scout,3,snout,2,spout,,,,,,,,
stamp,5,49,nasty,5,stack,4,staid,3,stamp,,,,,,,,
stank,5,49,nasty,3,stain,2,stand,1,stank,,,,,,,,
stave,5,23,haste,4,stage,2,stake,1,stave,,,,,,,,
stony,5,84,south,6,stock,4,stomp,2,stony,,,,,,,,
stoop,5,84,south,6,stock,4,stomp,1,stoop,,,,,,,,
story,5,6,intro,3,stork,2,storm,1,story,,,,,,,,
stove,5,47,suite,3,stoke,2,stone,1,stove,,,,,,,,
stump,5,84,south,6,stunk,3,study,2,stump,,,,,,,,
surly,5,20,lurid,3,burly,2,curly,1,surly,,,,,,,,
sushi,5,196,noisy,4,ficus,2,squib,1,sushi,,,,,,,,
swear,5,12,smear,3,shear,2,spear,1,swear,,,,,,,,
swill,5,84,lousy,3,skill,2,spill,1,swill,,,,,,,,
swine,5,145,noise,5,snipe,2,shine,1,swine,,,,,,,,
swoop,5,196,noisy,8,shock,2,spoof,1,swoop,,,,,,,,
taffy,5,49,nasty,3,tacky,2,tabby,1,taffy,,,,,,,,
taint,5,24,saint,3,faint,2,paint,1,taint,,,,,,,,
taper,5,13,cater,3,taker,2,tamer,1,taper,,,,,,,,
tasty,5,49,nasty,3,hasty,2,pasty,1,tasty,,,,,,,,
think,5,84,south,5,itchy,2,thing,1,think,,,,,,,,
titan,5,49,nasty,4,tonga,2,thank,1,titan,,,,,,,,
toast,5,24,saint,3,boast,2,coast,1,toast,,,,,,,,
tooth,5,84,south,3,month,2,booth,1,tooth,,,,,,,,
toxic,5,84,south,6,tonic,2,topic,1,toxic,,,,,,,,
tramp,5,17,satyr,5,train,2,track,1,tramp,,,,,,,,
tripe,5,35,outer,7,tribe,3,trice,2,tripe,,,,,,,,
trove,5,35,outer,4,forte,2,trope,1,trove,,,,,,,,
truss,5,31,broth,5,truck,2,trump,1,truss,,,,,,,,
tryst,5,24,burst,4,frost,2,wrist,1,tryst,,,,,,,,
tutor,5,31,broth,6,torus,2,tumor,1,tutor,,,,,,,,
udder,5,160,rouse,7,demur,2,under,1,udder,,,,,,,,
undid,5,196,noisy,9,cumin,2,unzip,1,undid,,,,,,,,
unwed,5,145,noise,7,bench,2,unfed,1,unwed,,,,,,,,
upper,5,160,rouse,7,demur,3,buyer,1,upper,,,,,,,,
valid,5,60,scaly,11,zonal,2,laugh,1,valid,,,,,,,,
verge,5,160,rouse,17,gripe,2,merge,1,verge,,,,,,,,
verve,5,160,rouse,17,gripe,2,nerve,1,verve,,,,,,,,
viper,5,160,rouse,37,fried,6,miner,3,viper,,,,,,,,
vouch,5,196,noisy,7,cough,2,pouch,1,vouch,,,,,,,,
waive,5,61,chase,12,vague,2,naive,1,waive,,,,,,,,
waxen,5,61,chase,6,began,2,oaken,1,waxen,,,,,,,,
wedge,5,145,noise,9,fudge,2,hedge,1,wedge,,,,,,,,
welsh,5,59,noble,12,pixel,3,welch,1,welsh,,,,,,,,
while,5,59,noble,5,guile,3,smile,2,while,,,,,,,,
wider,5,160,rouse,37,fried,4,cider,1,wider,,,,,,,,
wince,5,145,noise,5,binge,2,mince,1,wince,,,,,,,,
witch,5,84,south,5,ditch,3,pitch,2,witch,,,,,,,,
woken,5,145,noise,8,money,4,woven,1,woken,,,,,,,,
worry,5,25,hydro,3,ivory,2,sorry,1,worry,,,,,,,,
worth,5,31,broth,3,forth,2,north,1,worth,,,,,,,,
wring,5,98,curio,12,brink,2,grind,1,wring,,,,,,,,
yeast,5,9,enact,3,beast,2,feast,1,yeast,,,,,,,,
aback,4,20,axion,5,abyss,1,aback,,,,,,,,,,
abase,4,20,abode,2,abuse,1,abase,,,,,,,,,,
abbot,4,10,adopt,2,ascot,1,abbot,,,,,,,,,,
afoot,4,10,adopt,2,about,1,afoot,,,,,,,,,,
again,4,20,axion,2,admin,1,again,,,,,,,,,,
agape,4,20,abode,5,amuse,2,agape,,,,,,,,,,
agate,4,4,acute,2,abate,1,agate,,,,,,,,,,
aging,4,20,axion,2,aping,1,aging,,,,,,,,,,
aisle,4,9,angel,4,ample,1,aisle,,,,,,,,,,
alibi,4,10,along,4,album,1,alibi,,,,,,,,,,
alive,4,6,alien,2,alike,1,alive,,,,,,,,,,
alloy,4,10,along,2,allow,1,alloy,,,,,,,,,,
aloof,4,10,along,2,aloud,1,aloof,,,,,,,,,,
alpha,4,10,along,4,album,2,alpha,,,,,,,,,,
amass,4,20,axion,5,abyss,1,amass,,,,,,,,,,
amaze,4,20,abode,5,amuse,1,amaze,,,,,,,,,,
amber,4,7,anger,2,aider,1,amber,,,,,,,,,,
amble,4,9,angel,4,ample,1,amble,,,,,,,,,,
among,4,20,axion,2,agony,1,among,,,,,,,,,,
anime,4,20,abode,5,amuse,1,anime,,,,,,,,,,
annex,4,20,abode,4,ashen,2,annex,,,,,,,,,,
apple,4,9,angel,4,ample,1,apple,,,,,,,,,,
apply,4,9,afoul,2,amply,1,apply,,,,,,,,,,
armor,4,11,abhor,2,ardor,1,armor,,,,,,,,,,
arose,4,7,anger,2,arise,1,arose,,,,,,,,,,
array,4,11,abhor,2,acrid,1,array,,,,,,,,,,
arrow,4,11,abhor,3,apron,1,arrow,,,,,,,,,,
arson,4,11,abhor,3,apron,1,arson,,,,,,,,,,
askew,4,20,abode,4,ashen,1,askew,,,,,,,,,,
assay,4,20,axion,5,abyss,1,assay,,,,,,,,,,
avail,4,9,afoul,3,anvil,1,avail,,,,,,,,,,
avoid,4,20,axion,2,audio,1,avoid,,,,,,,,,,
await,4,10,adopt,2,angst,1,await,,,,,,,,,,
awash,4,20,axion,5,abyss,1,awash,,,,,,,,,,
axial,4,9,afoul,3,anvil,1,axial,,,,,,,,,,
azure,4,4,adore,3,afire,2,azure,,,,,,,,,,
badge,4,61,chase,12,vague,3,badge,,,,,,,,,,
badly,4,60,scaly,7,daily,2,badly,,,,,,,,,,
bagel,4,42,salve,7,panel,4,bagel,,,,,,,,,,
baggy,4,110,mason,14,bawdy,1,baggy,,,,,,,,,,
balmy,4,60,scaly,3,inlay,1,balmy,,,,,,,,,,
basal,4,60,scaly,5,basil,1,basal,,,,,,,,,,
basis,4,110,mason,4,basic,1,basis,,,,,,,,,,
beard,4,10,share,4,weary,2,beard,,,,,,,,,,
beech,4,30,spend,6,check,1,beech,,,,,,,,,,
beefy,4,30,spend,6,check,2,beefy,,,,,,,,,,
begin,4,145,noise,8,index,1,begin,,,,,,,,,,
begun,4,145,noise,7,bench,1,begun,,,,,,,,,,
belie,4,59,noble,3,bilge,1,belie,,,,,,,,,,
belle,4,59,noble,2,bugle,1,belle,,,,,,,,,,
berth,4,35,outer,7,tribe,1,berth,,,,,,,,,,
beset,4,21,debit,2,beget,1,beset,,,,,,,,,,
bevel,4,59,noble,3,belch,2,bevel,,,,,,,,,,
billy,4,84,lousy,10,dimly,4,billy,,,,,,,,,,
bitty,4,84,south,6,minty,5,bitty,,,,,,,,,,
bland,4,30,clank,3,gland,1,bland,,,,,,,,,,
blaze,4,10,blade,2,blame,1,blaze,,,,,,,,,,
bleed,4,9,bless,3,blend,1,bleed,,,,,,,,,,
