Word,Answer
anion,False
anise,False
anker,False
ankhs,False
ankle,True
ankus,False
anlas,False
annal,False
annas,False
annat,False
annex,True
annoy,True
annul,True
anoas,False
anode,True
anole,False
anomy,False
ansae,False
antae,False
antar,False
antas,False
anted,False
antes,False
antic,True
antis,False
antra,False
antre,False
antsy,False
anura,False
anvil,True
anyon,False
aorta,True
apace,False
apage,False
apaid,False
apart,True
apayd,False
apays,False
apeak,False
apeek,False
apers,False
apert,False
apery,False
apgar,False
aphid,True
aphis,False
apian,False
aping,True
apiol,False
apish,False
apism,False
apnea,True
apode,False
apods,False
apoop,False
aport,False
appal,False
appay,False
appel,False
apple,True
apply,True
appro,False
appui,False
appuy,False
apres,False
apron,True
apses,False
apsis,False
apsos,False
apted,False
apter,False
aptly,True
aquae,False
aquas,False
araba,False
araks,False
arame,False
arars,False
arbas,False
arbor,True
arced,False
archi,False
arcos,False
arcus,False
ardeb,False
ardor,True
ardri,False
aread,False
areae,False
areal,False
arear,False
areas,False
areca,False
aredd,False
arede,False
arefy,False
areic,False
arena,True
arene,False
arepa,False
arere,False
arete,False
arets,False
arett,False
argal,False
argan,False
argil,False
argle,False
argol,False
argon,False
argot,False
argue,True
argus,False
arhat,False
arias,False
ariel,False
ariki,False
arils,False
ariot,False
arise,True
arish,False
arked,False
arled,False
arles,False
armed,False
armer,False
armet,False
armil,False
armor,True
arnas,False
arnut,False
aroba,False
aroha,False
aroid,False
aroma,True
arose,True
arpas,False
arpen,False
arrah,False
arras,False
array,True
arret,False
arris,False
arrow,True
arroz,False
arsed,False
arses,False
arsey,False
arsis,False
arson,True
artal,False
artel,False
artic,False
artis,False
artsy,True
aruhe,False
arums,False
arval,False
arvee,False
arvos,False
aryls,False
asana,False
ascon,False
ascot,True
ascus,False
asdic,False
ashed,False
ashen,True
ashes,False
ashet,False
aside,True
asked,False
asker,False
askew,True
askoi,False
askos,False
aspen,False
asper,False
aspic,False
aspie,False
aspis,False
aspro,False
assai,False
assam,False
assay,True
asses,False
asset,True
assez,False
assot,False
aster,False
astir,False
astun,False
asura,False
asway,False
aswim,False
asyla,False
ataps,False
ataxy,False
atigi,False
atilt,False
atimy,False
atlas,False
atman,False
atmas,False
atmos,False
atocs,False
atoke,False
atoks,False
atoll,True
atoms,False
atomy,False
atone,True
atony,False
atopy,False
atria,False
atrip,False
attap,False
attar,False
attic,True
atuas,False
audad,False
audio,True
audit,True
auger,False
aught,False
augur,True
aulas,False
aulic,False
auloi,False
aulos,False
aumil,False
aunes,False
aunts,False
aunty,True
aurae,False
aural,False
aurar,False
auras,False
aurei,False
aures,False
auric,False
auris,False
aurum,False
autos,False
auxin,False
avail,True
avale,False
avant,False
avast,False
avels,False
avens,False
avers,False
avert,True
avgas,False
avian,True
avine,False
avion,False
avise,False
aviso,False
avize,False
avoid,True
avows,False
avyze,False
await,True
awake,True
award,True
aware,True
awarn,False
awash,True
awato,False
awave,False
aways,False
awdls,False
aweel,False
aweto,False
awful,True
awing,False
awmry,False
awned,False
awner,False
awoke,True
awols,False
awork,False
axels,False
axial,True
axile,False
axils,False
axing,False
axiom,True
axion,True
axite,False
axled,False
axles,False
axman,False
axmen,False
axoid,False
axone,False
axons,False
ayahs,False
ayaya,False
ayelp,False
aygre,False
ayins,False
ayont,False
ayres,False
ayrie,False
azans,False
azide,False
azido,False
azine,False
azlon,False
azoic,False
azole,False
azons,False
azote,False
azoth,False
azuki,False
azure,True
azurn,False
azury,False
azygy,False
azyme,False
azyms,False
baaed,False
baals,False
babas,False
babel,False
babes,False
babka,False
baboo,False
babul,False
babus,False
bacca,False
bacco,False
baccy,False
bacha,False
bachs,False
backs,False
bacon,True
baddy,False
badge,True
badly,True
baels,False
baffs,False
baffy,False
bafts,False
bagel,True
baggy,True
baghs,False
bagie,False
bahts,False
bahus,False
bahut,False
bails,False
bairn,False
baisa,False
baith,False
baits,False
baiza,False
baize,False
bajan,False
bajra,False
bajri,False
bajus,False
baked,False
baken,False
baker,True
bakes,False
bakra,False
balas,False
balds,False
baldy,False
baled,False
baler,True
bales,False
balks,False
balky,False
balls,False
bally,False
balms,False
balmy,True
baloo,False
balsa,False
balti,False
balun,False
balus,False
bambi,False
banak,False
banal,True
banco,False
bancs,False
banda,False
bandh,False
bands,False
bandy,False
baned,False
banes,False
bangs,False
bania,False
banjo,True
banks,False
banns,False
bants,False
bantu,False
banty,False
banya,False
bapus,False
barbe,False
barbs,False
barby,False
barca,False
barde,False
bardo,False
bards,False
bardy,False
bared,False
barer,False
bares,False
barfi,False
barfs,False
barge,True
baric,False
barks,False
barky,False
barms,False
barmy,False
barns,False
barny,False
baron,True
barps,False
barra,False
barre,False
barro,False
barry,False
barye,False
basal,True
basan,False
based,False
basen,False
baser,False
bases,False
basho,False
basic,True
basij,False
basil,True
basin,True
basis,True
basks,False
bason,False
basse,False
bassi,False
basso,False
bassy,False
basta,False
baste,True
basti,False
basto,False
basts,False
batch,True
bated,False
bates,False
bathe,True
baths,False
batik,False
baton,True
batta,False
batts,False
battu,False
batty,True
bauds,False
bauks,False
baulk,False
baurs,False
bavin,False
bawds,False
bawdy,True
bawks,False
bawls,False
bawns,False
bawrs,False
bawty,False
bayed,False
bayer,False
bayes,False
bayle,False
bayou,True
bayts,False
bazar,False
bazoo,False
beach,True
beads,False
beady,True
beaks,False
beaky,False
beals,False
beams,False
beamy,False
beano,False
beans,False
beany,False
beard,True
beare,False
bears,False
beast,True
beath,False
beats,False
beaty,False
beaus,False
beaut,False
beaux,False
bebop,False
becap,False
becke,False
becks,False
bedad,False
bedel,False
bedes,False
bedew,False
bedim,False
bedye,False
beech,True
beedi,False
beefs,False
beefy,True
beeps,False
beers,False
beery,False
beets,False
befit,True
befog,False
begad,False
began,True
begar,False
begat,True
begem,False
beget,True
begin,True
begot,False
begum,False
begun,True
beige,False
beigy,False
being,True
beins,False
bekah,False
belah,False
belar,False
belay,False
belch,True
belee,False
belga,False
belie,True
belle,True
bells,False
belly,True
belon,False
below,True
belts,False
bemad,False
bemas,False
bemix,False
bemud,False
bench,True
bends,False
bendy,False
benes,False
benet,False
benga,False
benis,False
benne,False
benni,False
benny,False
bento,False
bents,False
benty,False
bepat,False
beray,False
beres,False
beret,True
bergs,False
berko,False
berks,False
berme,False
berms,False
berob,False
berry,True
berth,True
beryl,False
besat,False
besaw,False
besee,False
beses,False
beset,True
besit,False
besom,False
besot,False
besti,False
bests,False
betas,False
beted,False
betel,True
betes,False
beths,False
betid,False
beton,False
betta,False
betty,False
bevel,True
bever,False
bevor,False
bevue,False
bevvy,False
bewet,False
bewig,False
bezel,True
bezes,False
bezil,False
bezzy,False
bhais,False
bhaji,False
bhang,False
bhats,False
bhels,False
bhoot,False
bhuna,False
bhuts,False
biach,False
biali,False
bialy,False
bibbs,False
bibes,False
bible,True
biccy,False
bicep,True
bices,False
biddy,True
bided,False
bider,False
bides,False
bidet,False
bidis,False
bidon,False
bield,False
biers,False
biffo,False
biffs,False
biffy,False
bifid,False
bigae,False
biggs,False
biggy,False
bigha,False
bight,False
bigly,False
bigos,False
bigot,True
bijou,False
biked,False
biker,False
bikes,False
bikie,False
bilbo,False
bilby,False
biled,False
biles,False
bilge,True
bilgy,False
bilks,False
bills,False
billy,True
bimah,False
bimas,False
bimbo,False
binal,False
bindi,False
binds,False
biner,False
bines,False
binge,True
bingo,True
bings,False
bingy,False
binit,False
binks,False
bints,False
biogs,False
biome,True
biont,False
biota,False
biped,False
bipod,False
birch,True
birds,False
birks,False
birle,False
birls,False
biros,False
birrs,False
birse,False
birsy,False
birth,True
bises,False
bisks,False
bisom,False
bison,True
bitch,False
biter,False
bites,False
bitos,False
bitou,False
bitsy,False
bitte,False
bitts,False
bitty,True
bivia,False
bivvy,False
bizes,False
bizzo,False
bizzy,False
blabs,False
black,True
blade,True
blads,False
blady,False
blaer,False
blaes,False
blaff,False
blags,False
blahs,False
blain,False
blame,True
blams,False
bland,True
blank,True
blare,True
blart,False
blase,False
blash,False
blast,True
blate,False
blats,False
blatt,False
blaud,False
blawn,False
blaws,False
blays,False
blaze,True
bleak,True
blear,False
bleat,True
blebs,False
blech,False
bleed,True
bleep,True
blees,False
blend,True
blent,False
blert,False
bless,True
blest,False
blets,False
bleys,False
blimp,True
blimy,False
blind,True
bling,False
blini,False
blink,True
blins,False
bliny,False
blips,False
bliss,True
blist,False
blite,False
blits,False
blitz,True
blive,False
bloat,True
blobs,False
block,True
blocs,False
blogs,False
bloke,True
blond,True
blood,True
blook,False
bloom,True
bloop,False
blore,False
blots,False
blown,True
blows,False
blowy,False
blubs,False
blude,False
bluds,False
bludy,False
blued,False
bluer,True
blues,False
bluet,False
bluey,False
bluff,True
bluid,False
blume,False
blunk,False
blunt,True
blurb,True
blurs,False
blurt,True
blush,True
blype,False
boabs,False
boaks,False
board,True
boars,False
boart,False
boast,True
boats,False
bobac,False
bobak,False
bobas,False
bobby,True
bobol,False
bobos,False
bocca,False
bocce,False
bocci,False
boche,False
bocks,False
boded,False
bodes,False
bodge,False
bodhi,False
bodle,False
boeps,False
boets,False
boeuf,False
boffo,False
boffs,False
bogan,False
bogey,False
boggy,False
bogie,False
bogle,False
bogue,False
bogus,False
bohea,False
bohos,False
boils,False
boing,False
boink,False
boite,False
boked,False
bokeh,False
bokes,False
bokos,False
bolar,False
bolas,False
bolds,False
boles,False
bolix,False
bolls,False
bolos,False
bolts,False
bolus,False
bomas,False
bombe,False
bombo,False
bombs,False
bonce,False
bonds,False
boned,False
boner,False
bones,False
boney,True
bongo,True
bongs,False
bonie,False
bonks,False
bonne,False
bonny,False
bonus,True
bonza,False
bonze,False
booai,False
booay,False
boobs,False
booby,True
boody,False
booed,False
boofy,False
boogy,False
boohs,False
books,False
booky,False
bools,False
booms,False
boomy,False
boong,False
boons,False
boord,False
boors,False
boose,False
boost,True
booth,True
boots,False
booty,True
booze,True
boozy,True
boppy,False
borak,False
boral,False
boras,False
borax,True
borde,False
bords,False
bored,False
boree,False
borel,False
borer,False
bores,False
borgo,False
boric,False
borks,False
borms,False
borna,False
borne,True
boron,False
borts,False
borty,False
bortz,False
bosie,False
bosks,False
bosky,False
bosom,True
boson,False
bossy,True
bosun,False
botas,False
botch,True
botel,False
botes,False
bothy,False
botte,False
botts,False
botty,False
bouge,False
bough,True
bouks,False
boule,True
boult,False
bound,True
bouns,False
bourd,False
bourg,False
bourn,False
bouse,False
bousy,False
bouts,False
bovid,False
bowat,False
bowed,False
bowel,True
bower,False
bowes,False
bowet,False
bowie,False
bowls,False
bowne,False
bowrs,False
bowse,False
boxed,False
boxen,False
boxer,True
boxes,False
boxla,False
boxty,False
boyar,False
boyau,False
boyed,False
boyfs,False
boygs,False
boyla,False
boyos,False
boysy,False
bozos,False
braai,False
brace,True
brach,False
brack,False
bract,False
brads,False
braes,False
brags,False
braid,True
brail,False
brain,True
brake,True
braks,False
braky,False
brame,False
brand,True
brane,False
brank,False
brans,False
brant,False
brash,True
brass,True
brast,False
brats,False
brava,False
brave,True
bravi,False
bravo,True
brawl,True
brawn,True
braws,False
braxy,False
brays,False
braza,False
braze,False
bread,True
break,True
bream,False
brede,False
breds,False
breed,True
breem,False
breer,False
brees,False
breid,False
breis,False
breme,False
brens,False
brent,False
brere,False
brers,False
breve,False
brews,False
breys,False
briar,True
bribe,True
brick,True
bride,True
brief,True
brier,False
bries,False
brigs,False
briki,False
briks,False
brill,False
brims,False
brine,True
bring,True
brink,True
brins,False
briny,True
brios,False
brise,False
brisk,True
briss,False
brith,False
brits,False
britt,False
brize,False
broad,True
broch,False
brock,False
brods,False
brogh,False
brogs,False
broil,True
broke,True
brome,False
bromo,False
bronc,False
brond,False
brood,True
brook,True
brool,False
broom,True
broos,False
brose,False
brosy,False
broth,True
brown,True
brows,False
brugh,False
bruin,False
bruit,False
brule,False
brume,False
brung,False
brunt,True
brush,True
brusk,False
brust,False
brute,True
bruts,False
buats,False
buaze,False
bubal,False
bubas,False
bubba,False
bubbe,False
bubby,False
bubus,False
buchu,False
bucko,False
bucks,False
bucku,False
budas,False
buddy,True
budge,True
budis,False
budos,False
buffa,False
buffe,False
buffi,False
buffo,False
buffs,False
buffy,False
bufos,False
bufty,False
buggy,True
bugle,True
buhls,False
buhrs,False
buiks,False
build,True
built,True
buist,False
bukes,False
bulbs,False
bulge,True
bulgy,False
bulks,False
bulky,True
bulla,False
bulls,False
bully,True
bulse,False
bumbo,False
bumfs,False
bumph,False
bumps,False
bumpy,False
bunas,False
bunce,False
bunch,True
bunco,False
bunde,False
bundh,False
bunds,False
bundt,False
bundu,False
bundy,False
bungs,False
bungy,False
bunia,False
bunje,False
bunjy,False
bunko,False
bunks,False
bunns,False
bunny,True
bunts,False
bunty,False
bunya,False
buoys,False
buppy,False
buran,False
buras,False
burbs,False
burds,False
buret,False
burfi,False
burgh,False
burgs,False
burin,False
burka,False
burke,False
burks,False
burls,False
burly,True
burns,False
burnt,True
buroo,False
burps,False
burqa,False
burro,False
burrs,False
burry,False
bursa,False
burse,False
burst,True
busby,False
bused,True
buses,False
bushy,True
busks,False
busky,False
bussu,False
busti,False
busts,False
busty,False
butch,True
buteo,False
butes,False
butle,False
butoh,False
butte,True
butts,False
butty,False
butut,False
butyl,False
buxom,True
buyer,True
buzzy,False
bwana,False
bwazi,False
byded,False
bydes,False
byked,False
bykes,False
bylaw,True
byres,False
byrls,False
byssi,False
bytes,False
byway,False
caaed,False
cabal,True
cabas,False
cabby,True
caber,False
cabin,True
cable,True
cabob,False
caboc,False
cabre,False
cacao,True
cacas,False
cache,True
cacks,False
cacky,False
cacti,True
caddy,True
cadee,False
cades,False
cadet,True
cadge,False
cadgy,False
cadie,False
cadis,False
cadre,False
caeca,False
caese,False
cafes,False
caffs,False
caged,False
cager,False
cages,False
cagey,True
cagot,False
cahow,False
caids,False
cains,False
caird,False
cairn,True
cajon,False
cajun,False
caked,False
cakes,False
cakey,False
calfs,False
calid,False
calif,False
calix,False
calks,False
calla,False
calls,False
calms,False
calmy,False
calos,False
calpa,False
calps,False
calve,False
calyx,False
caman,False
camas,False
camel,True
cameo,True
cames,False
camis,False
camos,False
campi,False
campo,False
camps,False
campy,False
camus,False
canal,True
candy,True
caned,False
caneh,False
caner,False
canes,False
cangs,False
canid,False
canna,False
canns,False
canny,True
canoe,True
canon,True
canso,False
canst,False
canto,False
cants,False
canty,False
capas,False
caped,False
caper,True
capes,False
capex,False
caphs,False
capiz,False
caple,False
capon,False
capos,False
capot,False
capri,False
capul,False
caput,True
carap,False
carat,True
carbo,False
carbs,False
carby,False
cardi,False
cards,False
cardy,False
cared,False
carer,False
cares,False
caret,False
carex,False
cargo,True
carks,False
carle,False
carls,False
carns,False
carny,False
carob,False
carol,True
carom,False
caron,False
carpi,False
carps,False
carrs,False
carry,True
carse,False
carta,False
carte,False
carts,False
carve,True
carvy,False
casas,False
casco,False
cased,False
cases,False
casks,False
casky,False
caste,True
casts,False
casus,False
catch,True
cater,True
cates,False
catty,True
cauda,False
cauks,False
cauld,False
caulk,True
cauls,False
caums,False
caups,False
cauri,False
causa,False
cause,True
cavas,False
caved,False
cavel,False
caver,False
caves,False
cavie,False
cavil,True
cawed,False
cawks,False
caxon,False
cease,True
ceaze,False
cebid,False
cecal,False
cecum,False
cedar,True
ceded,False
ceder,False
cedes,False
cedis,False
ceiba,False
ceili,False
ceils,False
celeb,False
cella,False
celli,False
cello,True
cells,False
celom,False
celts,False
cense,False
cento,False
cents,False
centu,False
ceorl,False
cepes,False
cerci,False
cered,False
ceres,False
cerge,False
ceria,False
ceric,False
cerne,False
ceroc,False
ceros,False
certs,False
certy,False
cesse,False
cesta,False
cesti,False
cetes,False
cetyl,False
cezve,False
chace,False
chack,False
chaco,False
chado,False
chads,False
chafe,True
chaff,True
chaft,False
chain,True
chair,True
chais,False
chalk,True
chals,False
champ,True
chams,False
chana,False
chang,False
chank,False
chant,True
chaos,True
chape,False
chaps,False
chapt,False
chara,False
chard,True
chare,False
chark,False
charm,True
charr,False
chars,False
chart,True
chary,False
chase,True
chasm,True
chats,False
chave,False
chavs,False
chawk,False
chaws,False
chaya,False
chays,False
cheap,True
cheat,True
check,True
cheek,True
cheep,False
cheer,True
chefs,False
cheka,False
chela,False
chelp,False
chemo,False
chems,False
chere,False
chert,False
chess,True
chest,True
cheth,False
chevy,False
chews,False
chewy,False
chiao,False
chias,False
chibs,False
chica,False
chich,False
chick,True
chico,False
chics,False
chide,True
chief,True
chiel,False
chiks,False
child,True
chile,False
chili,True
chill,True
chimb,False
chime,True
chimo,False
chimp,False
china,True
chine,False
ching,False
chink,False
chino,False
chins,False
chips,False
chirk,False
chirl,False
chirm,False
chiro,False
chirp,True
chirr,False
chirt,False
chiru,False
chits,False
chive,False
chivs,False
chivy,False
chizz,False
chock,True
choco,False
chocs,False
chode,False
chogs,False
choil,False
choir,True
choke,True
choko,False
choky,False
chola,False
choli,False
cholo,False
chomp,False
chons,False
choof,False
chook,False
choom,False
choon,False
chops,False
chord,True
chore,True
chose,True
chota,False
chott,False
chout,False
choux,False
chowk,False
chows,False
chubs,False
chuck,True
chufa,False
chuff,False
chugs,False
chump,True
chums,False
chunk,True
churl,False
churn,True
churr,False
chuse,False
chute,True
chuts,False
chyle,False
chyme,False
chynd,False
cibol,False
cided,False
cider,True
cides,False
ciels,False
cigar,True
ciggy,False
cilia,False
cills,False
cimar,False
cimex,False
cinch,True
cinct,False
cines,False
cinqs,False
cions,False
cippi,False
circa,True
circs,False
cires,False
cirls,False
cirri,False
cisco,False
cissy,False
cists,False
cital,False
cited,False
citer,False
cites,False
cives,False
civet,False
civic,True
civie,False
civil,True
civvy,False
clach,False
clack,True
clade,False
clads,False
claes,False
clags,False
claim,True
clame,False
clamp,True
clams,False
clang,True
clank,True
clans,False
claps,False
clapt,False
claro,False
clart,False
clary,False
clash,True
clasp,True
class,True
clast,False
clats,False
claut,False
clave,False
clavi,False
claws,False
clays,False
clean,True
clear,True
cleat,True
cleck,False
cleek,False
cleep,False
clefs,False
cleft,True
clegs,False
cleik,False
clems,False
clepe,False
clept,False
clerk,True
cleve,False
clews,False
click,True
clied,False
clies,False
cliff,True
clift,False
climb,True
clime,False
cline,False
cling,True
clink,True
clint,False
clipe,False
clips,False
clipt,False
clits,False
cloak,True
cloam,False
clock,True
clods,False
cloff,False
clogs,False
cloke,False
clomb,False
clomp,False
clone,True
clonk,False
clons,False
cloop,False
cloot,False
clops,False
close,True
clote,False
cloth,True
clots,False
cloud,True
clour,False
clous,False
clout,True
clove,True
clown,True
clows,False
cloye,False
cloys,False
cloze,False
clubs,False
cluck,True
clued,True
clues,False
cluey,False
clump,True
clung,True
clunk,False
clype,False
cnida,False
coach,True
coact,False
coady,False
coala,False
coals,False
coaly,False
coapt,False
coarb,False
coast,True
coate,False
coati,False
coats,False
cobbs,False
cobby,False
cobia,False
coble,False
cobra,True
cobza,False
cocas,False
cocci,False
cocco,False
cocks,False
cocky,False
cocoa,True
cocos,False
codas,False
codec,False
coded,False
coden,False
coder,False
codes,False
codex,False
codon,False
coeds,False
coffs,False
cogie,False
cogon,False
cogue,False
cohab,False
cohen,False
cohoe,False
cohog,False
cohos,False
coifs,False
coign,False
coils,False
coins,False
coirs,False
coits,False
coked,False
cokes,False
colas,False
colby,False
colds,False
coled,False
coles,False
coley,False
colic,False
colin,False
colls,False
colly,False
colog,False
colon,True
color,True
colts,False
colza,False
comae,False
comal,False
comas,False
combe,False
combi,False
combo,False
combs,False
comby,False
comer,False
comes,False
comet,True
comfy,True
comic,True
comix,False
comma,True
commo,False
comms,False
commy,False
compo,False
comps,False
compt,False
comte,False
comus,False
conch,True
condo,True
coned,False
cones,False
coney,False
confs,False
conga,False
conge,False
congo,False
conia,False
conic,True
conin,False
conks,False
conky,False
conne,False
conns,False
conte,False
conto,False
conus,False
convo,False
cooch,False
cooed,False
cooee,False
cooer,False
cooey,False
coofs,False
cooks,False
cooky,False
cools,False
cooly,False
coomb,False
cooms,False
coomy,False
coons,False
coops,False
coopt,False
coost,False
coots,False
cooze,False
copal,False
copay,False
coped,False
copen,False
coper,False
copes,False
coppy,False
copra,False
copse,True
copsy,False
coqui,False
coral,True
coram,False
corbe,False
corby,False
cords,False
cored,False
corer,True
cores,False
corey,False
corgi,False
coria,False
corks,False
corky,False
corms,False
corni,False
corno,False
corns,False
cornu,False
corny,True
corps,False
corse,False
corso,False
cosec,False
cosed,False
coses,False
coset,False
cosey,False
cosie,False
costa,False
coste,False
costs,False
cotan,False
coted,False
cotes,False
coths,False
cotta,False
cotts,False
couch,True
coude,False
cough,True
could,True
count,True
coupe,True
coups,False
courb,False
courd,False
coure,False
cours,False
court,True
couta,False
couth,False
coved,False
coven,True
cover,True
coves,False
covet,True
covey,True
covin,False
cowal,False
cowan,False
cowed,False
cower,True
cowks,False
cowls,False
cowps,False
cowry,False
coxae,False
coxal,False
coxed,False
coxes,False
coxib,False
coyau,False
coyed,False
coyer,False
coyly,True
coypu,False
cozed,False
cozen,False
cozes,False
cozey,False
cozie,False
craal,False
crabs,False
crack,True
craft,True
crags,False
craic,False
craig,False
crake,False
crame,False
cramp,True
crams,False
crane,True
crank,True
crans,False
crape,False
craps,False
crapy,False
crare,False
crash,True
crass,True
crate,True
crave,True
crawl,True
craws,False
crays,False
craze,True
crazy,True
creak,True
cream,True
credo,True
creds,False
creed,True
creek,True
creel,False
creep,True
crees,False
creme,True
crems,False
crena,False
crepe,True
creps,False
crept,True
crepy,False
cress,True
crest,True
crewe,False
crews,False
crias,False
cribs,False
crick,True
cried,True
crier,True
cries,False
crime,True
crimp,True
crims,False
crine,False
crios,False
cripe,False
crips,False
crise,False
crisp,True
crith,False
crits,False
croak,True
croci,False
crock,True
crocs,False
croft,False
crogs,False
cromb,False
crome,False
crone,True
cronk,False
crons,False
crony,True
crook,True
crool,False
croon,False
crops,False
crore,False
cross,True
crost,False
croup,True
crout,False
crowd,True
crown,True
crows,False
croze,False
cruck,False
crude,True
crudo,False
cruds,False
crudy,False
cruel,True
crues,False
cruet,False
cruft,False
crumb,True
crump,True
crunk,False
cruor,False
crura,False
cruse,False
crush,True
crust,True
crusy,False
cruve,False
crwth,False
cryer,False
crypt,True
ctene,False
cubby,False
cubeb,False
cubed,False
cuber,False
cubes,False
cubic,True
cubit,False
cuddy,False
cuffo,False
cuffs,False
cuifs,False
cuing,False
cuish,False
cuits,False
cukes,False
culch,False
culet,False
culex,False
culls,False
cully,False
culms,False
culpa,False
culti,False
cults,False
culty,False
cumec,False
cumin,True
cundy,False
cunei,False
cunit,False
cunts,False
cupel,False
cupid,False
cuppa,False
cuppy,False
curat,False
curbs,False
curch,False
curds,False
curdy,False
cured,False
curer,False
cures,False
curet,False
curfs,False
curia,False
curie,False
curio,True
curli,False
curls,False
curly,True
curns,False
curny,False
currs,False
curry,True
curse,True
cursi,False
curst,False
curve,True
curvy,True
cusec,False
cushy,False
cusks,False
cusps,False
cuspy,False
cusso,False
cusum,False
cutch,False
cuter,False
cutes,False
cutey,False
cutie,True
cutin,False
cutis,False
cutto,False
cutty,False
cutup,False
cuvee,False
cuzes,False
cwtch,False
cyano,False
cyans,False
cyber,True
cycad,False
cycas,False
cycle,True
cyclo,False
cyder,False
cylix,False
cymae,False
cymar,False
cymas,False
cymes,False
